date,product_id,category,list_price,discount_pct,final_price,units_sold,revenue,channel,stock_available,restocked,stockout_flag,warehouse,competitor_avg_price,competitor_min_price,day_of_week,is_weekend,is_holiday,holiday_name,is_festival_season,festival_name,is_promotional_event,promotional_event_name,market_demand_index,inflation_rate_pct,consumer_confidence_index
2025-03-18,P1017,Fashion,422.9,0.0,422.9,54,22836.6,Website,151,False,False,WH-Central,616.16,524.26,Tuesday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-19,P1017,Fashion,422.9,0.0,422.9,57,24105.3,Marketplace-A,94,False,False,WH-South,616.16,524.26,Wednesday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-20,P1017,Fashion,422.9,0.0,422.9,46,19453.4,Marketplace-A,590,True,False,WH-West,616.16,524.26,Thursday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-21,P1017,Fashion,422.9,0.0,422.9,48,20299.2,Marketplace-A,542,False,False,WH-West,616.16,524.26,Friday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-22,P1017,Fashion,422.9,0.0,422.9,60,25374.0,Retail Store,482,False,False,WH-West,616.16,524.26,Saturday,True,False,,False,,False,,102.1,2.67,112.7
2025-03-23,P1017,Fashion,422.9,0.0,422.9,56,23682.4,Retail Store,426,False,False,WH-West,616.16,524.26,Sunday,True,False,,False,,False,,102.1,2.67,112.7
2025-03-24,P1017,Fashion,422.9,0.0,422.9,41,17338.9,Retail Store,385,False,False,WH-South,614.29,548.26,Monday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-25,P1017,Fashion,422.9,0.0,422.9,58,24528.2,Marketplace-B,327,False,False,WH-Central,614.29,548.26,Tuesday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-26,P1017,Fashion,422.9,0.0,422.9,44,18607.6,Marketplace-B,283,False,False,WH-South,614.29,548.26,Wednesday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-27,P1017,Fashion,422.9,0.0,422.9,43,18184.7,Marketplace-A,240,False,False,WH-East,614.29,548.26,Thursday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-28,P1017,Fashion,422.9,0.0,422.9,43,18184.7,Retail Store,197,False,False,WH-South,614.29,548.26,Friday,False,False,,False,,False,,102.1,2.67,112.7
2025-03-29,P1017,Fashion,422.9,0.0,422.9,55,23259.5,Website,142,False,False,WH-East,614.29,548.26,Saturday,True,False,,False,,False,,102.1,2.67,112.7
2025-03-30,P1017,Fashion,431.13,0.0,431.13,49,21125.37,Website,93,False,False,WH-Central,614.29,548.26,Sunday,True,False,,False,,False,,102.1,2.67,112.7
2025-03-31,P1017,Fashion,431.13,0.0,431.13,40,17245.2,Website,53,False,False,WH-West,620.3,525.16,Monday,False,False,,False,,False,,102.1,2.67,112.7
2025-04-01,P1017,Fashion,431.13,0.0,431.13,39,16814.07,Website,566,True,False,WH-East,620.3,525.16,Tuesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-02,P1017,Fashion,431.13,0.0,431.13,45,19400.85,Marketplace-B,521,False,False,WH-South,620.3,525.16,Wednesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-03,P1017,Fashion,431.13,0.0,431.13,51,21987.63,Marketplace-B,470,False,False,WH-North,620.3,525.16,Thursday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-04,P1017,Fashion,431.13,0.0,431.13,45,19400.85,Mobile App,425,False,False,WH-Central,620.3,525.16,Friday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-05,P1017,Fashion,401.63,0.0,401.63,59,23696.17,Mobile App,366,False,False,WH-Central,620.3,525.16,Saturday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-06,P1017,Fashion,401.63,0.0,401.63,45,18073.35,Marketplace-A,321,False,False,WH-East,620.3,525.16,Sunday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-07,P1017,Fashion,401.63,0.0,401.63,43,17270.09,Retail Store,278,False,False,WH-Central,630.3,548.07,Monday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-08,P1017,Fashion,401.63,0.0,401.63,48,19278.24,Mobile App,230,False,False,WH-East,630.3,548.07,Tuesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-09,P1017,Fashion,401.63,0.0,401.63,41,16466.83,Mobile App,189,False,False,WH-South,630.3,548.07,Wednesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-10,P1017,Fashion,401.63,0.0,401.63,57,22892.91,Marketplace-B,132,False,False,WH-South,630.3,548.07,Thursday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-11,P1017,Fashion,401.63,0.0,401.63,60,24097.8,Mobile App,72,False,False,WH-Central,630.3,548.07,Friday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-12,P1017,Fashion,401.63,0.0,401.63,46,18474.98,Marketplace-B,683,True,False,WH-West,630.3,548.07,Saturday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-13,P1017,Fashion,401.63,0.0,401.63,52,20884.76,Marketplace-B,631,False,False,WH-East,630.3,548.07,Sunday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-14,P1017,Fashion,401.63,0.0,401.63,54,21688.02,Website,577,False,False,WH-West,615.79,522.23,Monday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-15,P1017,Fashion,382.01,0.0,382.01,48,18336.48,Mobile App,529,False,False,WH-West,615.79,522.23,Tuesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-16,P1017,Fashion,382.01,0.0,382.01,69,26358.69,Retail Store,460,False,False,WH-South,615.79,522.23,Wednesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-17,P1017,Fashion,382.01,0.0,382.01,56,21392.56,Mobile App,404,False,False,WH-East,615.79,522.23,Thursday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-18,P1017,Fashion,382.01,0.0,382.01,43,16426.43,Marketplace-A,361,False,False,WH-East,615.79,522.23,Friday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-19,P1017,Fashion,382.01,0.0,382.01,67,25594.67,Retail Store,294,False,False,WH-North,615.79,522.23,Saturday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-20,P1017,Fashion,382.01,0.0,382.01,50,19100.5,Marketplace-A,244,False,False,WH-North,615.79,522.23,Sunday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-21,P1017,Fashion,382.01,0.0,382.01,56,21392.56,Retail Store,188,False,False,WH-East,589.82,525.19,Monday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-22,P1017,Fashion,382.01,0.0,382.01,56,21392.56,Marketplace-A,132,False,False,WH-Central,589.82,525.19,Tuesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-23,P1017,Fashion,382.01,0.0,382.01,68,25976.68,Marketplace-B,64,False,False,WH-South,589.82,525.19,Wednesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-24,P1017,Fashion,382.01,0.0,382.01,67,25594.67,Mobile App,407,True,False,WH-Central,589.82,525.19,Thursday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-25,P1017,Fashion,382.01,0.0,382.01,58,22156.58,Website,349,False,False,WH-South,589.82,525.19,Friday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-26,P1017,Fashion,382.01,0.0,382.01,56,21392.56,Retail Store,293,False,False,WH-West,589.82,525.19,Saturday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-27,P1017,Fashion,382.01,0.0,382.01,54,20628.54,Marketplace-B,239,False,False,WH-West,589.82,525.19,Sunday,True,False,,False,,False,,111.8,6.18,92.6
2025-04-28,P1017,Fashion,373.53,0.0,373.53,52,19423.56,Marketplace-A,187,False,False,WH-South,612.88,543.61,Monday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-29,P1017,Fashion,373.53,0.0,373.53,62,23158.86,Marketplace-A,125,False,False,WH-North,612.88,543.61,Tuesday,False,False,,False,,False,,111.8,6.18,92.6
2025-04-30,P1017,Fashion,373.53,0.0,373.53,69,25773.57,Marketplace-A,56,False,False,WH-West,612.88,543.61,Wednesday,False,False,,False,,False,,111.8,6.18,92.6
2025-05-01,P1017,Fashion,373.53,0.0,373.53,60,22411.8,Marketplace-B,490,True,False,WH-North,612.88,543.61,Thursday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-02,P1017,Fashion,373.53,12.9,325.34,75,24400.5,Marketplace-B,415,False,False,WH-North,612.88,543.61,Friday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-03,P1017,Fashion,373.53,0.0,373.53,69,25773.57,Website,346,False,False,WH-West,612.88,543.61,Saturday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-04,P1017,Fashion,341.12,0.0,341.12,72,24560.64,Marketplace-A,274,False,False,WH-East,612.88,543.61,Sunday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-05,P1017,Fashion,341.12,0.0,341.12,50,17056.0,Mobile App,224,False,False,WH-West,603.86,537.51,Monday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-06,P1017,Fashion,341.12,0.0,341.12,71,24219.52,Mobile App,153,False,False,WH-East,603.86,537.51,Tuesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-07,P1017,Fashion,341.12,0.0,341.12,63,21490.56,Mobile App,90,False,False,WH-Central,603.86,537.51,Wednesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-08,P1017,Fashion,341.12,6.1,320.31,79,25304.49,Website,668,True,False,WH-North,603.86,537.51,Thursday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-09,P1017,Fashion,341.12,0.0,341.12,48,16373.76,Mobile App,620,False,False,WH-South,603.86,537.51,Friday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-10,P1017,Fashion,341.12,0.0,341.12,56,19102.72,Marketplace-A,564,False,False,WH-South,603.86,537.51,Saturday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-11,P1017,Fashion,341.12,0.0,341.12,56,19102.72,Marketplace-B,508,False,False,WH-Central,603.86,537.51,Sunday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-12,P1017,Fashion,341.12,6.5,318.95,82,26153.9,Marketplace-A,426,False,False,WH-West,615.64,529.38,Monday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-13,P1017,Fashion,341.12,6.5,318.95,76,24240.2,Marketplace-A,350,False,False,WH-East,615.64,529.38,Tuesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-14,P1017,Fashion,341.12,0.0,341.12,75,25584.0,Retail Store,275,False,False,WH-East,615.64,529.38,Wednesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-15,P1017,Fashion,341.12,0.0,341.12,74,25242.88,Marketplace-A,201,False,False,WH-East,615.64,529.38,Thursday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-16,P1017,Fashion,341.12,0.0,341.12,70,23878.4,Website,131,False,False,WH-North,615.64,529.38,Friday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-17,P1017,Fashion,341.12,0.0,341.12,63,21490.56,Marketplace-A,68,False,False,WH-North,615.64,529.38,Saturday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-18,P1017,Fashion,341.12,0.0,341.12,78,26607.36,Website,306,True,False,WH-West,615.64,529.38,Sunday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-19,P1017,Fashion,341.12,0.0,341.12,68,23196.16,Marketplace-B,238,False,False,WH-West,616.58,547.08,Monday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-20,P1017,Fashion,341.12,0.0,341.12,65,22172.8,Marketplace-B,173,False,False,WH-East,616.58,547.08,Tuesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-21,P1017,Fashion,341.12,0.0,341.12,67,22855.04,Mobile App,106,False,False,WH-North,616.58,547.08,Wednesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-22,P1017,Fashion,341.12,0.0,341.12,61,20808.32,Website,371,True,False,WH-South,616.58,547.08,Thursday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-23,P1017,Fashion,341.12,0.0,341.12,58,19784.96,Marketplace-A,313,False,False,WH-Central,616.58,547.08,Friday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-24,P1017,Fashion,341.12,0.0,341.12,58,19784.96,Retail Store,255,False,False,WH-East,616.58,547.08,Saturday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-25,P1017,Fashion,341.12,0.0,341.12,76,25925.12,Website,179,False,False,WH-North,616.58,547.08,Sunday,True,False,,False,,False,,105.0,3.16,91.5
2025-05-26,P1017,Fashion,341.12,0.0,341.12,77,26266.24,Marketplace-A,102,False,False,WH-South,601.39,531.73,Monday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-27,P1017,Fashion,341.12,0.0,341.12,69,23537.28,Retail Store,787,True,False,WH-Central,601.39,531.73,Tuesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-28,P1017,Fashion,341.12,0.0,341.12,63,21490.56,Mobile App,724,False,False,WH-West,601.39,531.73,Wednesday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-29,P1017,Fashion,341.12,0.0,341.12,71,24219.52,Marketplace-A,653,False,False,WH-East,601.39,531.73,Thursday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-30,P1017,Fashion,341.12,0.0,341.12,72,24560.64,Website,581,False,False,WH-Central,601.39,531.73,Friday,False,False,,False,,False,,105.0,3.16,91.5
2025-05-31,P1017,Fashion,341.12,0.0,341.12,74,25242.88,Marketplace-A,507,False,False,WH-North,601.39,531.73,Saturday,True,False,,False,,False,,105.0,3.16,91.5
2025-06-01,P1017,Fashion,341.12,0.0,341.12,54,18420.48,Website,453,False,False,WH-Central,601.39,531.73,Sunday,True,False,,False,,False,,103.8,3.68,114.9
2025-06-02,P1017,Fashion,341.12,0.0,341.12,73,24901.76,Marketplace-B,380,False,False,WH-West,605.68,522.17,Monday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-03,P1017,Fashion,341.12,0.0,341.12,72,24560.64,Mobile App,308,False,False,WH-East,605.68,522.17,Tuesday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-04,P1017,Fashion,341.12,0.0,341.12,87,29677.44,Website,221,False,False,WH-South,605.68,522.17,Wednesday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-05,P1017,Fashion,341.12,0.0,341.12,83,28312.96,Website,138,False,False,WH-East,605.68,522.17,Thursday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-06,P1017,Fashion,341.12,0.0,341.12,64,21831.68,Marketplace-A,74,False,False,WH-West,605.68,522.17,Friday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-07,P1017,Fashion,341.12,0.0,341.12,56,19102.72,Marketplace-A,572,True,False,WH-Central,605.68,522.17,Saturday,True,False,,False,,False,,103.8,3.68,114.9
2025-06-08,P1017,Fashion,341.12,0.0,341.12,68,23196.16,Marketplace-B,504,False,False,WH-Central,605.68,522.17,Sunday,True,False,,False,,False,,103.8,3.68,114.9
2025-06-09,P1017,Fashion,341.12,0.0,341.12,61,20808.32,Marketplace-B,443,False,False,WH-East,614.18,520.53,Monday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-10,P1017,Fashion,341.12,0.0,341.12,83,28312.96,Marketplace-B,360,False,False,WH-West,614.18,520.53,Tuesday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-11,P1017,Fashion,341.12,0.0,341.12,86,29336.32,Retail Store,274,False,False,WH-East,614.18,520.53,Wednesday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-12,P1017,Fashion,341.12,0.0,341.12,71,24219.52,Website,203,False,False,WH-Central,614.18,520.53,Thursday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-13,P1017,Fashion,341.12,0.0,341.12,63,21490.56,Mobile App,140,False,False,WH-South,614.18,520.53,Friday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-14,P1017,Fashion,341.12,0.0,341.12,64,21831.68,Retail Store,76,False,False,WH-Central,614.18,520.53,Saturday,True,False,,False,,False,,103.8,3.68,114.9
2025-06-15,P1017,Fashion,341.12,19.4,274.94,141,38766.54,Marketplace-B,719,True,False,WH-South,614.18,520.53,Sunday,True,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-16,P1017,Fashion,341.12,19.4,274.94,137,37666.78,Mobile App,582,False,False,WH-West,611.45,541.86,Monday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-17,P1017,Fashion,341.12,16.2,285.86,134,38305.24,Mobile App,448,False,False,WH-North,611.45,541.86,Tuesday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-18,P1017,Fashion,341.12,16.2,285.86,171,48882.06,Website,277,False,False,WH-South,611.45,541.86,Wednesday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-19,P1017,Fashion,341.12,16.2,285.86,155,44308.3,Retail Store,122,False,False,WH-Central,611.45,541.86,Thursday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-20,P1017,Fashion,341.12,33.5,226.84,203,46048.52,Mobile App,455,True,False,WH-Central,611.45,541.86,Friday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-21,P1017,Fashion,341.12,33.5,226.84,236,53534.24,Retail Store,219,False,False,WH-Central,611.45,541.86,Saturday,True,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-22,P1017,Fashion,341.12,33.5,226.84,230,52173.2,Mobile App,584,True,False,WH-Central,611.45,541.86,Sunday,True,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-23,P1017,Fashion,341.12,21.4,268.12,155,41558.6,Website,429,False,False,WH-East,624.86,533.86,Monday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-24,P1017,Fashion,341.12,18.5,278.01,151,41979.51,Website,278,False,False,WH-West,624.86,533.86,Tuesday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-25,P1017,Fashion,341.12,18.5,278.01,173,48095.73,Retail Store,105,False,False,WH-Central,624.86,533.86,Wednesday,False,False,,False,,True,Mid-Year Sale,103.8,3.68,114.9
2025-06-26,P1017,Fashion,341.12,18.5,278.01,93,25854.93,Mobile App,504,True,False,WH-West,624.86,533.86,Thursday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-27,P1017,Fashion,341.12,0.0,341.12,62,21149.44,Marketplace-B,442,False,False,WH-Central,624.86,533.86,Friday,False,False,,False,,False,,103.8,3.68,114.9
2025-06-28,P1017,Fashion,341.12,0.0,341.12,68,23196.16,Marketplace-B,374,False,False,WH-North,624.86,533.86,Saturday,True,False,,False,,False,,103.8,3.68,114.9
2025-06-29,P1017,Fashion,341.12,0.0,341.12,80,27289.6,Retail Store,294,False,False,WH-West,624.86,533.86,Sunday,True,False,,False,,False,,103.8,3.68,114.9
2025-06-30,P1017,Fashion,341.12,0.0,341.12,71,24219.52,Mobile App,223,False,False,WH-South,609.12,535.71,Monday,False,False,,False,,False,,103.8,3.68,114.9
2025-07-01,P1017,Fashion,341.12,0.0,341.12,79,26948.48,Retail Store,144,False,False,WH-East,609.12,535.71,Tuesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-02,P1017,Fashion,341.12,0.0,341.12,80,27289.6,Marketplace-B,64,False,False,WH-West,609.12,535.71,Wednesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-03,P1017,Fashion,341.12,0.0,341.12,59,20126.08,Marketplace-A,331,True,False,WH-Central,609.12,535.71,Thursday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-04,P1017,Fashion,341.12,0.0,341.12,81,27630.72,Marketplace-A,250,False,False,WH-Central,609.12,535.71,Friday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-05,P1017,Fashion,341.12,0.0,341.12,68,23196.16,Mobile App,182,False,False,WH-North,609.12,535.71,Saturday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-06,P1017,Fashion,341.12,0.0,341.12,83,28312.96,Retail Store,99,False,False,WH-West,609.12,535.71,Sunday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-07,P1017,Fashion,341.12,0.0,341.12,74,25242.88,Marketplace-A,538,True,False,WH-South,621.09,539.37,Monday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-08,P1017,Fashion,341.12,0.0,341.12,72,24560.64,Marketplace-B,466,False,False,WH-South,621.09,539.37,Tuesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-09,P1017,Fashion,341.12,0.0,341.12,75,25584.0,Marketplace-B,391,False,False,WH-North,621.09,539.37,Wednesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-10,P1017,Fashion,341.12,0.0,341.12,48,16373.76,Marketplace-A,343,False,False,WH-North,621.09,539.37,Thursday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-11,P1017,Fashion,341.12,0.0,341.12,68,23196.16,Marketplace-B,275,False,False,WH-South,621.09,539.37,Friday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-12,P1017,Fashion,341.12,0.0,341.12,63,21490.56,Mobile App,212,False,False,WH-South,621.09,539.37,Saturday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-13,P1017,Fashion,341.12,0.0,341.12,78,26607.36,Retail Store,134,False,False,WH-South,621.09,539.37,Sunday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-14,P1017,Fashion,341.12,11.4,302.23,92,27805.16,Website,411,True,False,WH-East,598.82,527.34,Monday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-15,P1017,Fashion,341.12,0.0,341.12,56,19102.72,Retail Store,355,False,False,WH-West,598.82,527.34,Tuesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-16,P1017,Fashion,341.12,0.0,341.12,82,27971.84,Marketplace-B,273,False,False,WH-Central,598.82,527.34,Wednesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-17,P1017,Fashion,341.12,0.0,341.12,65,22172.8,Mobile App,208,False,False,WH-Central,598.82,527.34,Thursday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-18,P1017,Fashion,341.12,0.0,341.12,60,20467.2,Retail Store,148,False,False,WH-East,598.82,527.34,Friday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-19,P1017,Fashion,341.12,0.0,341.12,67,22855.04,Mobile App,81,False,False,WH-West,598.82,527.34,Saturday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-20,P1017,Fashion,341.12,0.0,341.12,68,23196.16,Retail Store,785,True,False,WH-South,598.82,527.34,Sunday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-21,P1017,Fashion,341.12,0.0,341.12,69,23537.28,Retail Store,716,False,False,WH-North,611.1,542.62,Monday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-22,P1017,Fashion,341.12,0.0,341.12,77,26266.24,Marketplace-A,639,False,False,WH-Central,611.1,542.62,Tuesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-23,P1017,Fashion,341.12,0.0,341.12,90,30700.8,Marketplace-B,549,False,False,WH-South,611.1,542.62,Wednesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-24,P1017,Fashion,341.12,0.0,341.12,66,22513.92,Mobile App,483,False,False,WH-East,611.1,542.62,Thursday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-25,P1017,Fashion,341.12,0.0,341.12,61,20808.32,Website,422,False,False,WH-South,611.1,542.62,Friday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-26,P1017,Fashion,341.12,0.0,341.12,84,28654.08,Website,338,False,False,WH-West,611.1,542.62,Saturday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-27,P1017,Fashion,341.12,0.0,341.12,70,23878.4,Marketplace-A,268,False,False,WH-West,611.1,542.62,Sunday,True,False,,False,,False,,95.4,5.45,112.5
2025-07-28,P1017,Fashion,341.12,0.0,341.12,78,26607.36,Marketplace-B,190,False,False,WH-West,602.95,519.09,Monday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-29,P1017,Fashion,341.12,0.0,341.12,66,22513.92,Website,124,False,False,WH-Central,602.95,519.09,Tuesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-30,P1017,Fashion,341.12,0.0,341.12,71,24219.52,Mobile App,53,False,False,WH-East,602.95,519.09,Wednesday,False,False,,False,,False,,95.4,5.45,112.5
2025-07-31,P1017,Fashion,341.12,0.0,341.12,69,23537.28,Mobile App,595,True,False,WH-Central,602.95,519.09,Thursday,False,False,,False,,False,,95.4,5.45,112.5
2025-08-01,P1017,Fashion,341.12,21.8,266.76,173,46149.48,Retail Store,422,False,False,WH-West,602.95,519.09,Friday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-02,P1017,Fashion,341.12,21.8,266.76,194,51751.44,Mobile App,228,False,False,WH-East,602.95,519.09,Saturday,True,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-03,P1017,Fashion,341.12,21.3,268.46,164,44027.44,Retail Store,64,False,False,WH-South,602.95,519.09,Sunday,True,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-04,P1017,Fashion,341.12,21.3,268.46,176,47248.96,Retail Store,372,True,False,WH-South,605.3,534.01,Monday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-05,P1017,Fashion,341.12,21.3,268.46,191,51275.86,Mobile App,181,False,False,WH-Central,605.3,534.01,Tuesday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-06,P1017,Fashion,341.12,20.8,270.17,206,55655.02,Marketplace-A,614,True,False,WH-South,605.3,534.01,Wednesday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-07,P1017,Fashion,341.12,20.8,270.17,177,47820.09,Mobile App,437,False,False,WH-South,605.3,534.01,Thursday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-08,P1017,Fashion,341.12,20.8,270.17,182,49170.94,Marketplace-B,255,False,False,WH-North,605.3,534.01,Friday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-09,P1017,Fashion,341.12,10.8,304.28,158,48076.24,Website,97,False,False,WH-East,605.3,534.01,Saturday,True,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-10,P1017,Fashion,341.12,21.7,267.1,212,56625.2,Mobile App,487,True,False,WH-South,605.3,534.01,Sunday,True,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-11,P1017,Fashion,341.12,21.7,267.1,169,45139.9,Marketplace-A,318,False,False,WH-West,610.62,530.14,Monday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-12,P1017,Fashion,341.12,17.5,281.42,164,46152.88,Retail Store,154,False,False,WH-North,610.62,530.14,Tuesday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-13,P1017,Fashion,341.12,19.7,273.92,178,48757.76,Marketplace-A,671,True,False,WH-Central,610.62,530.14,Wednesday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-14,P1017,Fashion,341.12,24.3,258.23,219,56552.37,Website,452,False,False,WH-Central,610.62,530.14,Thursday,False,False,,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-15,P1017,Fashion,341.12,24.3,258.23,254,65590.42,Website,198,False,False,WH-South,610.62,530.14,Friday,False,True,Independence Day,True,Raksha Bandhan,False,,102.6,6.33,86.7
2025-08-16,P1017,Fashion,341.12,24.3,258.23,114,29438.22,Website,84,False,False,WH-East,610.62,530.14,Saturday,True,False,,False,,False,,102.6,6.33,86.7
2025-08-17,P1017,Fashion,341.12,0.0,341.12,66,22513.92,Marketplace-A,626,True,False,WH-North,610.62,530.14,Sunday,True,False,,False,,False,,102.6,6.33,86.7
