event_id,session_id,order_id,timestamp,customer_id,customer_segment,product_id,category,event_type,device,channel,price_shown,quantity,total_amount,payment_method
11771,S11771,,2024-07-02 16:03:00,C103289,Loyal,P1039,Beauty & Personal Care,view,desktop,Website,719.27,,,
11772,S11772,,2024-07-02 15:23:00,C102972,Returning,P1051,Sports & Outdoors,view,mobile,Retail Store,289.13,,,
11773,S11772,,2024-07-02 15:26:00,C102972,Returning,P1051,Sports & Outdoors,add_to_cart,tablet,Retail Store,289.13,,,
11774,S11774,,2024-07-02 10:01:00,C103055,New,P1036,Beauty & Personal Care,view,tablet,Mobile App,486.6,,,
11775,S11774,,2024-07-02 10:04:00,C103055,New,P1036,Beauty & Personal Care,add_to_cart,mobile,Mobile App,486.6,,,
11776,S11774,O11774,2024-07-02 10:07:00,C103055,New,P1036,Beauty & Personal Care,purchase,desktop,Mobile App,486.6,1.0,486.6,Credit Card
11777,S11777,,2024-07-02 13:23:00,C103822,Returning,P1058,Travel & Hospitality,view,desktop,Retail Store,166.1,,,
11778,S11777,,2024-07-02 13:26:00,C103822,Returning,P1058,Travel & Hospitality,add_to_cart,desktop,Retail Store,166.1,,,
11779,S11779,,2024-07-02 15:17:00,C102932,New,P1033,Beauty & Personal Care,view,desktop,Marketplace-B,205.09,,,
11780,S11780,,2024-07-02 04:45:00,C102710,Loyal,P1068,Travel & Hospitality,view,tablet,Mobile App,71.47,,,
11781,S11781,,2024-07-02 02:17:00,C101990,New,P1019,Fashion,view,desktop,Marketplace-B,348.28,,,
11782,S11781,,2024-07-02 02:20:00,C101990,New,P1019,Fashion,add_to_cart,desktop,Marketplace-B,348.28,,,
11783,S11783,,2024-07-02 09:44:00,C102002,New,P1014,Fashion,view,desktop,Marketplace-A,145.57,,,
11784,S11784,,2024-07-02 12:29:00,C101419,VIP,P1030,Home & Kitchen,view,tablet,Retail Store,549.93,,,
11785,S11784,,2024-07-02 12:32:00,C101419,VIP,P1030,Home & Kitchen,add_to_cart,desktop,Retail Store,549.93,,,
11786,S11784,O11784,2024-07-02 12:35:00,C101419,VIP,P1030,Home & Kitchen,purchase,mobile,Retail Store,549.93,1.0,549.93,COD
11787,S11787,,2024-07-02 01:00:00,C101645,Returning,P1050,Sports & Outdoors,view,tablet,Marketplace-A,200.94,,,
11788,S11788,,2024-07-02 01:50:00,C103567,VIP,P1041,Beauty & Personal Care,view,mobile,Retail Store,10.69,,,
11789,S11788,,2024-07-02 01:53:00,C103567,VIP,P1041,Beauty & Personal Care,add_to_cart,mobile,Retail Store,10.69,,,
11790,S11790,,2024-07-02 03:20:00,C101490,Returning,P1013,Fashion,view,tablet,Mobile App,132.1,,,
11791,S11791,,2024-07-02 15:03:00,C103853,Returning,P1007,Electronics,view,desktop,Retail Store,407.53,,,
11792,S11792,,2024-07-02 16:04:00,C102762,Returning,P1033,Beauty & Personal Care,view,tablet,Marketplace-B,205.09,,,
11793,S11793,,2024-07-02 04:56:00,C102580,Loyal,P1037,Beauty & Personal Care,view,mobile,Marketplace-A,256.32,,,
11794,S11793,,2024-07-02 04:59:00,C102580,Loyal,P1037,Beauty & Personal Care,add_to_cart,tablet,Marketplace-A,256.32,,,
11795,S11795,,2024-07-02 15:03:00,C103451,VIP,P1003,Electronics,view,mobile,Mobile App,254.08,,,
11796,S11796,,2024-07-02 02:25:00,C101210,VIP,P1028,Home & Kitchen,view,mobile,Retail Store,171.83,,,
11797,S11797,,2024-07-02 07:57:00,C100339,New,P1003,Electronics,view,tablet,Mobile App,254.08,,,
11798,S11798,,2024-07-02 11:40:00,C102426,Returning,P1031,Home & Kitchen,view,mobile,Mobile App,71.07,,,
11799,S11798,,2024-07-02 11:43:00,C102426,Returning,P1031,Home & Kitchen,add_to_cart,mobile,Mobile App,71.07,,,
11800,S11800,,2024-07-02 00:11:00,C102615,New,P1007,Electronics,view,desktop,Retail Store,407.53,,,
11801,S11801,,2024-07-02 05:24:00,C103214,New,P1029,Home & Kitchen,view,mobile,Retail Store,39.7,,,
11802,S11802,,2024-07-02 00:01:00,C101659,Returning,P1065,Travel & Hospitality,view,desktop,Retail Store,127.84,,,
11803,S11802,,2024-07-02 00:04:00,C101659,Returning,P1065,Travel & Hospitality,add_to_cart,mobile,Retail Store,127.84,,,
11804,S11804,,2024-07-02 04:46:00,C103948,VIP,P1043,Sports & Outdoors,view,tablet,Retail Store,622.62,,,
11805,S11804,,2024-07-02 04:49:00,C103948,VIP,P1043,Sports & Outdoors,add_to_cart,desktop,Retail Store,622.62,,,
11806,S11806,,2024-07-02 07:42:00,C102313,New,P1043,Sports & Outdoors,view,mobile,Retail Store,622.62,,,
11807,S11807,,2024-07-02 04:15:00,C100505,Loyal,P1013,Fashion,view,mobile,Mobile App,132.1,,,
11808,S11807,,2024-07-02 04:18:00,C100505,Loyal,P1013,Fashion,add_to_cart,desktop,Mobile App,132.1,,,
11809,S11809,,2024-07-02 21:17:00,C100515,New,P1018,Fashion,view,mobile,Marketplace-A,633.48,,,
11810,S11809,,2024-07-02 21:20:00,C100515,New,P1018,Fashion,add_to_cart,tablet,Marketplace-A,633.48,,,
11811,S11811,,2024-07-02 22:38:00,C103348,Returning,P1019,Fashion,view,mobile,Marketplace-B,348.28,,,
11812,S11812,,2024-07-02 09:58:00,C100678,Returning,P1058,Travel & Hospitality,view,desktop,Retail Store,166.1,,,
11813,S11813,,2024-07-02 06:28:00,C103043,New,P1065,Travel & Hospitality,view,desktop,Retail Store,127.84,,,
11814,S11814,,2024-07-02 05:25:00,C100710,Loyal,P1065,Travel & Hospitality,view,desktop,Retail Store,127.84,,,
11815,S11814,,2024-07-02 05:28:00,C100710,Loyal,P1065,Travel & Hospitality,add_to_cart,mobile,Retail Store,127.84,,,
11816,S11816,,2024-07-02 18:15:00,C103028,VIP,P1049,Sports & Outdoors,view,desktop,Marketplace-A,678.49,,,
11817,S11817,,2024-07-02 00:31:00,C102300,Returning,P1006,Electronics,view,tablet,Marketplace-A,410.79,,,
11818,S11817,,2024-07-02 00:34:00,C102300,Returning,P1006,Electronics,add_to_cart,desktop,Marketplace-A,410.79,,,
11819,S11817,O11817,2024-07-02 00:37:00,C102300,Returning,P1006,Electronics,purchase,tablet,Marketplace-A,410.79,3.0,1232.37,Credit Card
11820,S11820,,2024-07-02 10:35:00,C102100,New,P1050,Sports & Outdoors,view,mobile,Marketplace-A,200.94,,,
11821,S11821,,2024-07-02 13:36:00,C102754,VIP,P1065,Travel & Hospitality,view,tablet,Retail Store,127.84,,,
11822,S11822,,2024-07-02 03:30:00,C101693,VIP,P1024,Home & Kitchen,view,mobile,Marketplace-A,76.45,,,
11823,S11823,,2024-07-02 17:11:00,C103906,Loyal,P1028,Home & Kitchen,view,tablet,Retail Store,171.83,,,
11824,S11823,,2024-07-02 17:14:00,C103906,Loyal,P1028,Home & Kitchen,add_to_cart,mobile,Retail Store,171.83,,,
11825,S11823,O11823,2024-07-02 17:17:00,C103906,Loyal,P1028,Home & Kitchen,purchase,mobile,Retail Store,171.83,1.0,171.83,UPI
11826,S11826,,2024-07-02 19:03:00,C100096,Loyal,P1058,Travel & Hospitality,view,mobile,Retail Store,166.1,,,
11827,S11827,,2024-07-02 12:31:00,C100680,Returning,P1011,Fashion,view,desktop,Retail Store,225.37,,,
11828,S11828,,2024-07-02 17:20:00,C101145,New,P1029,Home & Kitchen,view,mobile,Retail Store,39.7,,,
11829,S11829,,2024-07-02 11:37:00,C102689,New,P1028,Home & Kitchen,view,tablet,Retail Store,171.83,,,
11830,S11829,,2024-07-02 11:40:00,C102689,New,P1028,Home & Kitchen,add_to_cart,tablet,Retail Store,171.83,,,
11831,S11831,,2024-07-02 21:11:00,C101946,Returning,P1038,Beauty & Personal Care,view,mobile,Mobile App,137.97,,,
11832,S11832,,2024-07-02 02:20:00,C100085,Returning,P1045,Sports & Outdoors,view,tablet,Marketplace-B,630.38,,,
11833,S11832,,2024-07-02 02:23:00,C100085,Returning,P1045,Sports & Outdoors,add_to_cart,mobile,Marketplace-B,630.38,,,
11834,S11834,,2024-07-02 03:33:00,C103721,Returning,P1007,Electronics,view,tablet,Retail Store,407.53,,,
11835,S11834,,2024-07-02 03:36:00,C103721,Returning,P1007,Electronics,add_to_cart,mobile,Retail Store,407.53,,,
11836,S11836,,2024-07-02 00:14:00,C100784,New,P1005,Electronics,view,mobile,Website,392.62,,,
11837,S11836,,2024-07-02 00:17:00,C100784,New,P1005,Electronics,add_to_cart,tablet,Website,392.62,,,
11838,S11838,,2024-07-02 02:45:00,C102156,New,P1025,Home & Kitchen,view,mobile,Retail Store,428.42,,,
11839,S11838,,2024-07-02 02:48:00,C102156,New,P1025,Home & Kitchen,add_to_cart,mobile,Retail Store,428.42,,,
11840,S11840,,2024-07-02 13:52:00,C100073,Returning,P1049,Sports & Outdoors,view,desktop,Marketplace-A,678.49,,,
11841,S11840,,2024-07-02 13:55:00,C100073,Returning,P1049,Sports & Outdoors,add_to_cart,mobile,Marketplace-A,678.49,,,
11842,S11840,O11840,2024-07-02 13:58:00,C100073,Returning,P1049,Sports & Outdoors,purchase,desktop,Marketplace-A,678.49,1.0,678.49,Wallet
11843,S11843,,2024-07-02 12:57:00,C102092,Returning,P1050,Sports & Outdoors,view,mobile,Marketplace-A,200.94,,,
11844,S11844,,2024-07-02 02:36:00,C103056,Returning,P1051,Sports & Outdoors,view,tablet,Retail Store,289.13,,,
11845,S11845,,2024-07-02 04:14:00,C100979,Returning,P1032,Beauty & Personal Care,view,tablet,Marketplace-A,664.12,,,
11846,S11845,,2024-07-02 04:17:00,C100979,Returning,P1032,Beauty & Personal Care,add_to_cart,tablet,Marketplace-A,664.12,,,
11847,S11845,O11845,2024-07-02 04:20:00,C100979,Returning,P1032,Beauty & Personal Care,purchase,desktop,Marketplace-A,664.12,1.0,664.12,Net Banking
11848,S11848,,2024-07-02 05:58:00,C101196,Loyal,P1054,Sports & Outdoors,view,mobile,Retail Store,274.01,,,
11849,S11849,,2024-07-02 00:19:00,C102903,New,P1026,Home & Kitchen,view,mobile,Mobile App,418.05,,,
11850,S11850,,2024-07-02 15:50:00,C101762,Returning,P1025,Home & Kitchen,view,tablet,Retail Store,428.42,,,
11851,S11850,,2024-07-02 15:53:00,C101762,Returning,P1025,Home & Kitchen,add_to_cart,tablet,Retail Store,428.42,,,
11852,S11852,,2024-07-02 04:42:00,C101719,New,P1049,Sports & Outdoors,view,mobile,Marketplace-A,678.49,,,
11853,S11852,,2024-07-02 04:45:00,C101719,New,P1049,Sports & Outdoors,add_to_cart,mobile,Marketplace-A,678.49,,,
11854,S11852,O11852,2024-07-02 04:48:00,C101719,New,P1049,Sports & Outdoors,purchase,tablet,Marketplace-A,678.49,1.0,678.49,Net Banking
11855,S11855,,2024-07-02 13:12:00,C102706,VIP,P1063,Travel & Hospitality,view,tablet,Marketplace-B,508.44,,,
11856,S11856,,2024-07-02 12:38:00,C100182,New,P1027,Home & Kitchen,view,tablet,Marketplace-B,152.34,,,
11857,S11856,,2024-07-02 12:41:00,C100182,New,P1027,Home & Kitchen,add_to_cart,tablet,Marketplace-B,152.34,,,
11858,S11858,,2024-07-02 17:07:00,C101264,New,P1065,Travel & Hospitality,view,mobile,Retail Store,127.84,,,
11859,S11859,,2024-07-02 17:57:00,C103582,New,P1068,Travel & Hospitality,view,desktop,Mobile App,71.47,,,
11860,S11859,,2024-07-02 18:00:00,C103582,New,P1068,Travel & Hospitality,add_to_cart,mobile,Mobile App,71.47,,,
11861,S11859,O11859,2024-07-02 18:03:00,C103582,New,P1068,Travel & Hospitality,purchase,mobile,Mobile App,71.47,1.0,71.47,UPI
11862,S11862,,2024-07-02 08:20:00,C100793,Loyal,P1004,Electronics,view,tablet,Marketplace-A,220.49,,,
11863,S11862,,2024-07-02 08:23:00,C100793,Loyal,P1004,Electronics,add_to_cart,mobile,Marketplace-A,220.49,,,
11864,S11864,,2024-07-02 13:43:00,C101779,Returning,P1025,Home & Kitchen,view,mobile,Retail Store,428.42,,,
11865,S11864,,2024-07-02 13:46:00,C101779,Returning,P1025,Home & Kitchen,add_to_cart,mobile,Retail Store,428.42,,,
11866,S11866,,2024-07-02 07:02:00,C101614,New,P1032,Beauty & Personal Care,view,desktop,Marketplace-A,664.12,,,
11867,S11867,,2024-07-02 15:57:00,C100936,Returning,P1022,Home & Kitchen,view,desktop,Marketplace-A,850.25,,,
11868,S11868,,2024-07-02 05:28:00,C102108,New,P1035,Beauty & Personal Care,view,mobile,Retail Store,345.8,,,
11869,S11869,,2024-07-02 03:02:00,C100535,Loyal,P1058,Travel & Hospitality,view,tablet,Retail Store,166.1,,,
11870,S11869,,2024-07-02 03:05:00,C100535,Loyal,P1058,Travel & Hospitality,add_to_cart,mobile,Retail Store,166.1,,,
11871,S11869,O11869,2024-07-02 03:08:00,C100535,Loyal,P1058,Travel & Hospitality,purchase,tablet,Retail Store,166.1,1.0,166.1,UPI
11872,S11872,,2024-07-02 17:43:00,C103397,Returning,P1064,Travel & Hospitality,view,desktop,Marketplace-B,426.13,,,
11873,S11873,,2024-07-02 01:12:00,C101958,Returning,P1025,Home & Kitchen,view,tablet,Retail Store,428.42,,,
11874,S11873,,2024-07-02 01:15:00,C101958,Returning,P1025,Home & Kitchen,add_to_cart,desktop,Retail Store,428.42,,,
11875,S11875,,2024-07-02 09:55:00,C100216,New,P1045,Sports & Outdoors,view,tablet,Marketplace-B,630.38,,,
11876,S11876,,2024-07-02 18:16:00,C101661,Loyal,P1045,Sports & Outdoors,view,mobile,Marketplace-B,630.38,,,
11877,S11876,,2024-07-02 18:19:00,C101661,Loyal,P1045,Sports & Outdoors,add_to_cart,mobile,Marketplace-B,630.38,,,
11878,S11878,,2024-07-02 05:42:00,C102828,New,P1008,Electronics,view,mobile,Mobile App,562.52,,,
11879,S11879,,2024-07-02 12:23:00,C102235,New,P1007,Electronics,view,tablet,Retail Store,407.53,,,
11880,S11880,,2024-07-02 05:48:00,C103114,Returning,P1037,Beauty & Personal Care,view,mobile,Marketplace-A,256.32,,,
11881,S11880,,2024-07-02 05:51:00,C103114,Returning,P1037,Beauty & Personal Care,add_to_cart,tablet,Marketplace-A,256.32,,,
11882,S11882,,2024-07-02 20:35:00,C102656,VIP,P1024,Home & Kitchen,view,desktop,Marketplace-A,76.45,,,
11883,S11883,,2024-07-02 13:49:00,C102206,Loyal,P1065,Travel & Hospitality,view,desktop,Retail Store,127.84,,,
11884,S11884,,2024-07-02 11:11:00,C102715,Returning,P1054,Sports & Outdoors,view,mobile,Retail Store,274.01,,,
11885,S11884,,2024-07-02 11:14:00,C102715,Returning,P1054,Sports & Outdoors,add_to_cart,desktop,Retail Store,274.01,,,
11886,S11886,,2024-07-02 00:21:00,C103681,New,P1037,Beauty & Personal Care,view,desktop,Marketplace-A,256.32,,,
11887,S11887,,2024-07-02 07:53:00,C102476,VIP,P1010,Fashion,view,mobile,Marketplace-A,882.69,,,
11888,S11887,,2024-07-02 07:56:00,C102476,VIP,P1010,Fashion,add_to_cart,mobile,Marketplace-A,882.69,,,
11889,S11889,,2024-07-02 17:26:00,C100064,New,P1063,Travel & Hospitality,view,tablet,Marketplace-B,508.44,,,
11890,S11889,,2024-07-02 17:29:00,C100064,New,P1063,Travel & Hospitality,add_to_cart,mobile,Marketplace-B,508.44,,,
11891,S11891,,2024-07-02 08:52:00,C101348,New,P1021,Home & Kitchen,view,tablet,Mobile App,467.46,,,
11892,S11892,,2024-07-02 09:47:00,C100517,Loyal,P1043,Sports & Outdoors,view,tablet,Retail Store,622.62,,,
11893,S11893,,2024-07-02 07:10:00,C101827,Returning,P1047,Sports & Outdoors,view,desktop,Marketplace-A,393.2,,,
11894,S11894,,2024-07-02 16:27:00,C103051,Returning,P1049,Sports & Outdoors,view,desktop,Marketplace-A,678.49,,,
11895,S11895,,2024-07-02 19:21:00,C100517,Loyal,P1022,Home & Kitchen,view,desktop,Marketplace-A,850.25,,,
11896,S11896,,2024-07-02 22:20:00,C101288,Loyal,P1040,Beauty & Personal Care,view,desktop,Marketplace-B,580.24,,,
11897,S11896,,2024-07-02 22:23:00,C101288,Loyal,P1040,Beauty & Personal Care,add_to_cart,desktop,Marketplace-B,580.24,,,
11898,S11898,,2024-07-02 03:54:00,C101577,Returning,P1037,Beauty & Personal Care,view,desktop,Marketplace-A,256.32,,,
11899,S11899,,2024-07-02 10:13:00,C102789,Returning,P1003,Electronics,view,mobile,Mobile App,254.08,,,
11900,S11900,,2024-07-02 11:21:00,C100397,Loyal,P1018,Fashion,view,mobile,Marketplace-A,633.48,,,
11901,S11901,,2024-07-02 09:56:00,C102900,Returning,P1065,Travel & Hospitality,view,tablet,Retail Store,127.84,,,
11902,S11901,,2024-07-02 09:59:00,C102900,Returning,P1065,Travel & Hospitality,add_to_cart,mobile,Retail Store,127.84,,,
11903,S11901,O11901,2024-07-02 10:02:00,C102900,Returning,P1065,Travel & Hospitality,purchase,desktop,Retail Store,127.84,2.0,255.68,Credit Card
11904,S11904,,2024-07-02 09:44:00,C103335,New,P1038,Beauty & Personal Care,view,mobile,Mobile App,137.97,,,
11905,S11904,,2024-07-02 09:47:00,C103335,New,P1038,Beauty & Personal Care,add_to_cart,tablet,Mobile App,137.97,,,
11906,S11906,,2024-07-02 10:05:00,C103033,Returning,P1022,Home & Kitchen,view,desktop,Marketplace-A,850.25,,,
11907,S11906,,2024-07-02 10:08:00,C103033,Returning,P1022,Home & Kitchen,add_to_cart,tablet,Marketplace-A,850.25,,,
11908,S11906,O11906,2024-07-02 10:11:00,C103033,Returning,P1022,Home & Kitchen,purchase,tablet,Marketplace-A,850.25,1.0,850.25,COD
11909,S11909,,2024-07-02 19:16:00,C102842,Returning,P1030,Home & Kitchen,view,tablet,Retail Store,549.93,,,
11910,S11910,,2024-07-02 22:32:00,C100567,New,P1060,Travel & Hospitality,view,tablet,Marketplace-B,326.16,,,
11911,S11910,,2024-07-02 22:35:00,C100567,New,P1060,Travel & Hospitality,add_to_cart,desktop,Marketplace-B,326.16,,,
11912,S11912,,2024-07-02 14:43:00,C103283,Loyal,P1033,Beauty & Personal Care,view,mobile,Marketplace-B,205.09,,,
11913,S11913,,2024-07-02 11:00:00,C102164,VIP,P1050,Sports & Outdoors,view,mobile,Marketplace-A,200.94,,,
11914,S11914,,2024-07-02 03:34:00,C100716,VIP,P1049,Sports & Outdoors,view,tablet,Marketplace-A,678.49,,,
11915,S11914,,2024-07-02 03:37:00,C100716,VIP,P1049,Sports & Outdoors,add_to_cart,mobile,Marketplace-A,678.49,,,
11916,S11914,O11914,2024-07-02 03:40:00,C100716,VIP,P1049,Sports & Outdoors,purchase,tablet,Marketplace-A,678.49,1.0,678.49,Net Banking
11917,S11917,,2024-07-02 05:45:00,C101601,Loyal,P1039,Beauty & Personal Care,view,tablet,Website,719.27,,,
11918,S11918,,2024-07-02 01:00:00,C100399,New,P1003,Electronics,view,desktop,Mobile App,254.08,,,
11919,S11919,,2024-07-02 08:14:00,C103303,Returning,P1003,Electronics,view,mobile,Mobile App,254.08,,,
11920,S11920,,2024-07-02 04:54:00,C100073,Returning,P1006,Electronics,view,desktop,Marketplace-A,410.79,,,
11921,S11921,,2024-07-02 17:21:00,C100838,New,P1024,Home & Kitchen,view,tablet,Marketplace-A,76.45,,,
11922,S11922,,2024-07-02 04:57:00,C101693,VIP,P1027,Home & Kitchen,view,tablet,Marketplace-B,152.34,,,
11923,S11922,,2024-07-02 05:00:00,C101693,VIP,P1027,Home & Kitchen,add_to_cart,tablet,Marketplace-B,152.34,,,
11924,S11924,,2024-07-02 09:55:00,C100888,New,P1043,Sports & Outdoors,view,desktop,Retail Store,622.62,,,
11925,S11924,,2024-07-02 09:58:00,C100888,New,P1043,Sports & Outdoors,add_to_cart,tablet,Retail Store,622.62,,,
11926,S11926,,2024-07-02 10:10:00,C100223,New,P1024,Home & Kitchen,view,tablet,Marketplace-A,76.45,,,
11927,S11926,,2024-07-02 10:13:00,C100223,New,P1024,Home & Kitchen,add_to_cart,desktop,Marketplace-A,76.45,,,
11928,S11928,,2024-07-02 21:41:00,C102745,VIP,P1008,Electronics,view,mobile,Mobile App,562.52,,,
11929,S11928,,2024-07-02 21:44:00,C102745,VIP,P1008,Electronics,add_to_cart,desktop,Mobile App,562.52,,,
11930,S11928,O11928,2024-07-02 21:47:00,C102745,VIP,P1008,Electronics,purchase,tablet,Mobile App,562.52,1.0,562.52,Wallet
11931,S11931,,2024-07-02 05:40:00,C101354,New,P1059,Travel & Hospitality,view,desktop,Marketplace-B,38.99,,,
11932,S11931,,2024-07-02 05:43:00,C101354,New,P1059,Travel & Hospitality,add_to_cart,tablet,Marketplace-B,38.99,,,
11933,S11931,O11931,2024-07-02 05:46:00,C101354,New,P1059,Travel & Hospitality,purchase,desktop,Marketplace-B,38.99,1.0,38.99,COD
11934,S11934,,2024-07-02 04:47:00,C103645,Returning,P1047,Sports & Outdoors,view,mobile,Marketplace-A,393.2,,,
11935,S11935,,2024-07-02 08:22:00,C103987,Loyal,P1007,Electronics,view,mobile,Retail Store,407.53,,,
11936,S11936,,2024-07-02 08:51:00,C101700,Loyal,P1063,Travel & Hospitality,view,mobile,Marketplace-B,508.44,,,
11937,S11936,,2024-07-02 08:54:00,C101700,Loyal,P1063,Travel & Hospitality,add_to_cart,desktop,Marketplace-B,508.44,,,
11938,S11936,O11936,2024-07-02 08:57:00,C101700,Loyal,P1063,Travel & Hospitality,purchase,desktop,Marketplace-B,508.44,1.0,508.44,UPI
11939,S11939,,2024-07-02 08:48:00,C103763,New,P1049,Sports & Outdoors,view,desktop,Marketplace-A,678.49,,,
11940,S11939,,2024-07-02 08:51:00,C103763,New,P1049,Sports & Outdoors,add_to_cart,tablet,Marketplace-A,678.49,,,
11941,S11941,,2024-07-02 11:01:00,C102478,New,P1007,Electronics,view,tablet,Retail Store,407.53,,,
11942,S11942,,2024-07-02 17:12:00,C102825,Returning,P1014,Fashion,view,mobile,Marketplace-A,145.57,,,
11943,S11942,,2024-07-02 17:15:00,C102825,Returning,P1014,Fashion,add_to_cart,mobile,Marketplace-A,145.57,,,
11944,S11944,,2024-07-02 05:02:00,C100508,New,P1006,Electronics,view,tablet,Marketplace-A,410.79,,,
11945,S11945,,2024-07-02 19:17:00,C100399,New,P1042,Beauty & Personal Care,view,mobile,Marketplace-A,650.82,,,
11946,S11946,,2024-07-02 05:02:00,C100657,New,P1064,Travel & Hospitality,view,desktop,Marketplace-B,426.13,,,
11947,S11946,,2024-07-02 05:05:00,C100657,New,P1064,Travel & Hospitality,add_to_cart,desktop,Marketplace-B,426.13,,,
11948,S11946,O11946,2024-07-02 05:08:00,C100657,New,P1064,Travel & Hospitality,purchase,mobile,Marketplace-B,426.13,1.0,426.13,Credit Card
11949,S11949,,2024-07-02 19:33:00,C103470,New,P1052,Sports & Outdoors,view,desktop,Retail Store,90.77,,,
11950,S11950,,2024-07-02 14:31:00,C103512,Loyal,P1052,Sports & Outdoors,view,mobile,Retail Store,90.77,,,
11951,S11950,,2024-07-02 14:34:00,C103512,Loyal,P1052,Sports & Outdoors,add_to_cart,tablet,Retail Store,90.77,,,
11952,S11952,,2024-07-02 14:56:00,C101195,New,P1019,Fashion,view,desktop,Marketplace-B,348.28,,,
11953,S11952,,2024-07-02 14:59:00,C101195,New,P1019,Fashion,add_to_cart,tablet,Marketplace-B,348.28,,,
11954,S11954,,2024-07-02 11:03:00,C102857,New,P1021,Home & Kitchen,view,desktop,Mobile App,467.46,,,
11955,S11954,,2024-07-02 11:06:00,C102857,New,P1021,Home & Kitchen,add_to_cart,desktop,Mobile App,467.46,,,
11956,S11956,,2024-07-02 07:47:00,C101923,Returning,P1053,Sports & Outdoors,view,tablet,Marketplace-A,176.86,,,
11957,S11957,,2024-07-02 15:26:00,C103681,New,P1024,Home & Kitchen,view,mobile,Marketplace-A,76.45,,,
11958,S11958,,2024-07-02 02:36:00,C102345,Loyal,P1060,Travel & Hospitality,view,desktop,Marketplace-B,326.16,,,
11959,S11958,,2024-07-02 02:39:00,C102345,Loyal,P1060,Travel & Hospitality,add_to_cart,desktop,Marketplace-B,326.16,,,
11960,S11958,O11958,2024-07-02 02:42:00,C102345,Loyal,P1060,Travel & Hospitality,purchase,tablet,Marketplace-B,326.16,1.0,326.16,Net Banking
11961,S11961,,2024-07-02 16:51:00,C102745,VIP,P1012,Fashion,view,mobile,Website,388.37,,,
11962,S11961,,2024-07-02 16:54:00,C102745,VIP,P1012,Fashion,add_to_cart,desktop,Website,388.37,,,
11963,S11963,,2024-07-02 20:21:00,C102808,Returning,P1063,Travel & Hospitality,view,desktop,Marketplace-B,508.44,,,
11964,S11964,,2024-07-02 20:47:00,C100115,Returning,P1005,Electronics,view,mobile,Website,392.62,,,
11965,S11964,,2024-07-02 20:50:00,C100115,Returning,P1005,Electronics,add_to_cart,desktop,Website,392.62,,,
11966,S11966,,2024-07-02 04:01:00,C102807,New,P1032,Beauty & Personal Care,view,desktop,Marketplace-A,664.12,,,
11967,S11967,,2024-07-02 04:32:00,C100394,New,P1022,Home & Kitchen,view,tablet,Marketplace-A,850.25,,,
11968,S11968,,2024-07-02 16:36:00,C103397,Returning,P1035,Beauty & Personal Care,view,tablet,Retail Store,345.8,,,
11969,S11968,,2024-07-02 16:39:00,C103397,Returning,P1035,Beauty & Personal Care,add_to_cart,desktop,Retail Store,345.8,,,
11970,S11970,,2024-07-02 10:04:00,C100014,Returning,P1029,Home & Kitchen,view,desktop,Retail Store,39.7,,,
11971,S11970,,2024-07-02 10:07:00,C100014,Returning,P1029,Home & Kitchen,add_to_cart,tablet,Retail Store,39.7,,,
11972,S11972,,2024-07-02 21:57:00,C103777,VIP,P1021,Home & Kitchen,view,mobile,Mobile App,467.46,,,
11973,S11973,,2024-07-02 18:34:00,C103015,Returning,P1009,Electronics,view,tablet,Retail Store,377.54,,,
11974,S11974,,2024-07-02 08:32:00,C103647,Loyal,P1046,Sports & Outdoors,view,mobile,Retail Store,297.81,,,
11975,S11975,,2024-07-02 15:55:00,C103739,New,P1035,Beauty & Personal Care,view,desktop,Retail Store,345.8,,,
11976,S11975,,2024-07-02 15:58:00,C103739,New,P1035,Beauty & Personal Care,add_to_cart,mobile,Retail Store,345.8,,,
11977,S11975,O11975,2024-07-02 16:01:00,C103739,New,P1035,Beauty & Personal Care,purchase,desktop,Retail Store,345.8,2.0,691.6,Wallet
11978,S11978,,2024-07-02 20:24:00,C102837,New,P1011,Fashion,view,desktop,Retail Store,225.37,,,
11979,S11978,,2024-07-02 20:27:00,C102837,New,P1011,Fashion,add_to_cart,mobile,Retail Store,225.37,,,
11980,S11978,O11978,2024-07-02 20:30:00,C102837,New,P1011,Fashion,purchase,desktop,Retail Store,225.37,3.0,676.11,COD
11981,S11981,,2024-07-02 13:40:00,C103572,VIP,P1016,Fashion,view,mobile,Marketplace-A,385.92,,,
11982,S11981,,2024-07-02 13:43:00,C103572,VIP,P1016,Fashion,add_to_cart,mobile,Marketplace-A,385.92,,,
11983,S11983,,2024-07-02 12:19:00,C100203,Loyal,P1054,Sports & Outdoors,view,mobile,Retail Store,274.01,,,
11984,S11984,,2024-07-02 05:48:00,C103131,Returning,P1024,Home & Kitchen,view,desktop,Marketplace-A,76.45,,,
11985,S11985,,2024-07-02 16:02:00,C102107,New,P1010,Fashion,view,mobile,Marketplace-A,882.69,,,
11986,S11985,,2024-07-02 16:05:00,C102107,New,P1010,Fashion,add_to_cart,tablet,Marketplace-A,882.69,,,
11987,S11985,O11985,2024-07-02 16:08:00,C102107,New,P1010,Fashion,purchase,tablet,Marketplace-A,882.69,1.0,882.69,Wallet
11988,S11988,,2024-07-02 14:28:00,C102399,New,P1006,Electronics,view,mobile,Marketplace-A,410.79,,,
