Transaction_ID,Product_ID,Product_Category,Price,Discount,Customer_ID,Customer_Age,Customer_Gender,Purchase_Timestamp,Payment_Method,Shipping_Type,Review_Rating,Purchase Probability
T560200,P6116,Home & Kitchen,25.37,2.11,C46747,21,Female,8/15/2024 23:10,Net Banking,Standard,5,1
T487446,P2191,Books,925.2,212.55,C22275,61,Male,9/23/2024 3:20,PayPal,Express,2,0
T397453,P2702,Books,860.59,73.21,C35489,26,Female,11/11/2024 21:00,Debit Card,Standard,4,1
T758452,P5074,Clothing,828.6,8.08,C62975,49,Male,12/11/2024 20:40,PayPal,Express,3,0
T420110,P1274,Home & Kitchen,615.81,105.88,C43873,60,Male,2/17/2024 3:45,PayPal,Express,3,0
T842316,P1724,Clothing,778.81,141.16,C33734,24,Male,6/21/2024 22:07,PayPal,Standard,1,0
T740756,P2153,Clothing,731.46,98.72,C26231,18,Other,9/24/2024 6:29,PayPal,Express,1,0
T497638,P6165,Books,444.86,125.6,C14547,56,Other,4/9/2024 18:54,Credit Card,Express,3,1
T279794,P8936,Books,157.92,36.7,C95864,62,Other,6/13/2024 11:36,PayPal,Express,4,1
T741866,P4699,Electronics,373.62,95.39,C31497,23,Other,6/30/2024 0:10,Net Banking,Express,5,1
T436470,P9327,Home & Kitchen,673.93,179.45,C78643,49,Other,7/24/2024 16:13,Debit Card,Standard,5,1
T995195,P3945,Books,657.71,119.19,C87128,38,Other,5/29/2024 2:56,Credit Card,Express,1,0
T133793,P3387,Electronics,46.64,12.1,C69207,56,Male,12/22/2024 8:57,Net Banking,Express,1,0
T436533,P6627,Books,608.67,122.83,C89807,22,Male,6/1/2024 11:57,PayPal,Standard,1,0
T628910,P4228,Books,931.4,206.57,C60797,42,Male,4/11/2024 14:58,Net Banking,Standard,4,0
T922023,P4025,Home & Kitchen,430.47,76.84,C50272,48,Male,1/2/2024 14:41,Debit Card,Standard,2,0
T527743,P4156,Clothing,444.46,87.82,C42295,38,Other,3/18/2024 0:07,Debit Card,Standard,1,0
T841728,P1036,Clothing,82.72,9.76,C66577,52,Female,8/3/2024 4:19,Credit Card,Express,1,0
T516846,P6560,Electronics,437.11,55.9,C48713,48,Female,12/1/2024 13:47,Net Banking,Express,5,1
T524011,P4975,Clothing,965.12,233.67,C47333,48,Male,2/21/2024 14:20,PayPal,Express,3,0
T215667,P9926,Books,99.7,6.67,C70891,20,Male,1/28/2024 9:14,Net Banking,Standard,3,1
T324580,P3504,Books,428,24.19,C53380,43,Male,3/16/2024 6:55,Net Banking,Express,2,0
T116695,P7289,Home & Kitchen,648.58,5.7,C63545,60,Other,6/8/2024 13:31,Debit Card,Standard,4,0
T742890,P3878,Clothing,88.98,23.7,C55063,19,Female,11/27/2024 16:32,Net Banking,Express,4,1
T397226,P2922,Books,824.62,31.56,C23297,54,Male,1/28/2024 3:58,Net Banking,Standard,1,0
T979723,P7342,Books,613.05,169.98,C83336,26,Male,11/16/2024 8:22,Net Banking,Express,4,1
T774708,P6796,Clothing,276.69,78.01,C60617,69,Female,4/3/2024 8:19,Credit Card,Standard,4,1
T123455,P8005,Home & Kitchen,884.24,253.51,C23525,69,Female,7/14/2024 16:15,Debit Card,Standard,1,0
T341096,P2244,Clothing,564.74,60.58,C68248,36,Other,8/14/2024 23:01,Debit Card,Express,4,1
T484574,P1561,Home & Kitchen,414.86,53.9,C12111,22,Other,3/28/2024 7:50,PayPal,Express,1,0
T532632,P2272,Electronics,637.31,51.82,C30407,45,Other,7/30/2024 7:37,Net Banking,Standard,2,0
T695361,P7150,Home & Kitchen,873.18,42.03,C52676,43,Male,7/23/2024 1:52,Credit Card,Express,4,0
T892667,P2579,Electronics,823.15,156.35,C78393,28,Male,2/24/2024 20:32,PayPal,Standard,5,1
T332729,P9894,Home & Kitchen,302.07,1.63,C80873,65,Male,3/25/2024 1:11,Net Banking,Standard,3,0
T663179,P9340,Electronics,550.99,136.47,C99295,56,Male,7/3/2024 1:02,Credit Card,Standard,3,0
T250183,P9689,Home & Kitchen,310.77,35.95,C19082,38,Male,8/16/2024 15:59,Debit Card,Express,1,0
T876056,P4605,Home & Kitchen,547.36,109.57,C34724,54,Other,5/14/2024 2:34,PayPal,Standard,2,0
T596426,P8708,Electronics,241.23,0.72,C74777,52,Other,8/2/2024 0:26,Debit Card,Express,4,1
T248471,P3668,Electronics,411.68,19.75,C77101,53,Other,11/10/2024 22:14,PayPal,Standard,5,1
T247512,P6908,Electronics,475.98,80.9,C37467,64,Female,5/12/2024 15:04,PayPal,Express,5,1
T867275,P7268,Clothing,327.69,25.18,C72107,49,Other,9/11/2024 23:17,Credit Card,Standard,4,1
T641148,P5444,Clothing,928.79,58.97,C65795,56,Male,8/20/2024 7:02,Debit Card,Standard,1,0
T387893,P2785,Clothing,478.08,107.54,C24301,18,Female,3/28/2024 13:27,Debit Card,Express,2,1
T178018,P6018,Electronics,40.61,4.51,C21110,48,Male,12/3/2024 8:15,Net Banking,Express,2,1
T414526,P6261,Clothing,289.38,50.78,C89564,46,Other,9/6/2024 8:35,PayPal,Express,1,0
T875351,P2390,Electronics,479.63,137.89,C80520,67,Female,4/8/2024 17:50,Debit Card,Standard,2,0
T133329,P3400,Clothing,477.66,125.28,C82428,42,Male,1/4/2024 4:40,Debit Card,Standard,2,0
T859346,P9678,Home & Kitchen,889.49,224.68,C80194,23,Male,5/3/2024 0:56,Debit Card,Standard,4,1
T710820,P3154,Electronics,638.56,7.12,C17469,68,Other,12/26/2024 7:56,Net Banking,Express,4,0
T491567,P1613,Home & Kitchen,368.15,36.49,C35270,26,Male,6/16/2024 2:40,Debit Card,Standard,3,1
T284133,P7877,Clothing,802.54,226.65,C57972,27,Female,1/30/2024 20:54,Debit Card,Standard,2,0
T464582,P8214,Electronics,125.33,0.38,C49070,52,Female,6/20/2024 2:14,Credit Card,Express,2,0
T410682,P5810,Home & Kitchen,433.91,51.98,C42137,66,Male,5/16/2024 21:10,Credit Card,Express,3,0
T526990,P4575,Electronics,41.75,11.12,C10297,65,Other,11/13/2024 19:53,Debit Card,Express,3,1
T443888,P4736,Electronics,199.3,8.64,C60107,19,Other,7/18/2024 10:08,Credit Card,Standard,5,1
T289479,P1851,Books,321.82,96.27,C49892,28,Other,1/12/2024 20:41,Net Banking,Standard,3,1
T228379,P9571,Books,650.85,172.99,C85357,24,Male,6/23/2024 1:17,Debit Card,Standard,1,0
T972815,P1221,Books,179.35,33.87,C25644,31,Other,10/13/2024 22:30,Debit Card,Standard,2,1
T351203,P3418,Books,780.62,162.16,C10480,21,Other,6/9/2024 7:10,Credit Card,Express,5,1
T825353,P3296,Electronics,260.17,3.13,C54502,19,Female,1/23/2024 2:15,Credit Card,Standard,5,1
T482786,P2915,Books,776.16,128.34,C28606,38,Female,10/24/2024 6:16,Debit Card,Express,5,1
T542601,P6874,Books,401.97,5.37,C11206,42,Other,5/30/2024 15:00,Net Banking,Standard,4,1
T542465,P4458,Electronics,656.64,155.64,C22863,55,Female,7/13/2024 0:58,Debit Card,Standard,3,0
T626424,P2918,Clothing,767.39,95.26,C84340,26,Male,6/3/2024 13:58,Debit Card,Express,1,0
T629477,P3616,Electronics,912.41,53.12,C39037,61,Female,10/20/2024 22:13,Debit Card,Standard,5,0
T775654,P8381,Books,974.14,45.72,C93693,70,Female,8/14/2024 9:45,Credit Card,Standard,2,0
T503388,P5739,Clothing,446.45,64.8,C90849,30,Male,7/28/2024 16:39,Net Banking,Standard,3,1
T791321,P1449,Electronics,267.79,55.29,C24159,40,Other,5/14/2024 8:32,PayPal,Express,4,1
T263164,P6603,Electronics,738.14,192.37,C36217,23,Male,4/18/2024 12:54,Credit Card,Express,5,1
T108129,P5759,Books,678.13,149.32,C46931,33,Male,5/25/2024 16:29,Credit Card,Express,5,1
T512040,P8467,Clothing,759.15,129.09,C18954,62,Other,7/6/2024 18:13,PayPal,Express,1,0
T555729,P3395,Books,271.86,2.47,C74298,55,Other,1/20/2024 12:36,Credit Card,Standard,5,1
T883047,P3134,Books,208.38,15.44,C92180,64,Female,12/9/2024 14:47,PayPal,Standard,4,1
T877265,P4265,Home & Kitchen,18.09,3.02,C38851,24,Other,3/29/2024 22:45,PayPal,Express,1,1
T782334,P9193,Clothing,455.03,40.36,C67781,52,Female,5/27/2024 7:40,Credit Card,Standard,4,1
T713272,P2707,Electronics,653.23,37.37,C80288,40,Other,3/11/2024 22:23,Debit Card,Express,2,0
T395052,P7642,Electronics,801.5,199.24,C52072,66,Male,6/19/2024 18:10,Debit Card,Express,4,0
T813173,P4430,Books,569.54,98.2,C83224,68,Other,10/6/2024 5:28,PayPal,Express,2,0
T324580,P3504,Books,428,24.19,C53380,43,Male,3/16/2024 6:55,Net Banking,Express,2,0
T362414,P1286,Home & Kitchen,526.95,94.39,C52816,30,Other,1/5/2024 22:51,Net Banking,Standard,5,1
T312133,P5800,Home & Kitchen,907.27,235.5,C74085,30,Male,4/17/2024 16:37,PayPal,Express,3,0
T466097,P8251,Home & Kitchen,210.98,46.1,C46438,41,Other,2/5/2024 17:55,PayPal,Express,1,0
T811101,P1931,Home & Kitchen,617.32,95.21,C73980,49,Male,8/31/2024 15:36,Credit Card,Express,3,0
T962493,P7129,Clothing,332.86,56.18,C41642,68,Other,4/25/2024 3:52,Credit Card,Express,1,0
T107274,P6706,Books,898.13,242.42,C23132,35,Other,8/20/2024 12:03,PayPal,Standard,3,0
T162528,P5813,Electronics,431.98,124.86,C29556,56,Male,12/20/2024 20:40,PayPal,Standard,3,1
T310790,P4094,Clothing,487.12,97.34,C11588,52,Female,2/11/2024 5:55,Net Banking,Standard,1,0
T380737,P8347,Books,115.74,23.01,C21618,38,Female,1/18/2024 13:34,PayPal,Express,5,1
T122412,P6925,Clothing,45.84,2.37,C60387,46,Female,9/5/2024 5:45,PayPal,Express,1,0
T850483,P7724,Electronics,878.41,256.05,C44887,47,Female,9/4/2024 2:40,Credit Card,Standard,5,1
T389793,P2458,Electronics,673.21,96.28,C66911,29,Other,10/25/2024 11:53,Credit Card,Express,4,1
T577441,P1646,Home & Kitchen,339.52,50.18,C79156,27,Female,8/15/2024 8:46,Debit Card,Standard,2,1
T957638,P9262,Books,239.96,37.18,C20669,57,Female,9/11/2024 19:12,Net Banking,Standard,5,1
T759506,P7892,Electronics,603.06,12.25,C13212,40,Female,5/11/2024 10:23,Debit Card,Standard,5,1
T745723,P1754,Electronics,670.37,34.61,C72128,63,Female,6/23/2024 16:30,Debit Card,Standard,1,0
T875351,P2390,Electronics,479.63,137.89,C80520,67,Female,4/8/2024 17:50,Debit Card,Standard,2,0
T841728,P1036,Clothing,82.72,9.76,C66577,52,Female,8/3/2024 4:19,Credit Card,Express,1,0
T608415,P1771,Home & Kitchen,359.67,60.1,C22722,31,Female,11/10/2024 15:17,Debit Card,Express,3,1
T905746,P9691,Books,679.66,35.57,C18756,25,Other,8/16/2024 14:08,PayPal,Express,4,1
T333853,P7609,Clothing,994.62,75.29,C92238,23,Female,7/2/2024 23:53,Credit Card,Express,5,1
T507082,P8915,Clothing,983.63,231.53,C78701,23,Other,5/17/2024 0:30,Credit Card,Standard,1,0
T156964,P4039,Electronics,876.5,233.82,C39250,67,Other,8/18/2024 10:10,Net Banking,Express,5,1
T567432,P4578,Electronics,925.11,219.77,C59809,39,Female,7/23/2024 21:24,Net Banking,Standard,1,0
T989267,P3752,Home & Kitchen,358.11,17.18,C39952,50,Other,1/20/2024 23:20,PayPal,Express,3,0
T151051,P9052,Home & Kitchen,105.21,16.76,C90442,55,Male,12/13/2024 18:24,PayPal,Standard,1,0
T981121,P8641,Books,131.88,3.56,C11014,68,Male,5/20/2024 7:06,Net Banking,Express,4,1
T912333,P4317,Home & Kitchen,806.89,218.99,C74013,30,Male,12/27/2024 1:31,Net Banking,Standard,1,0
T951213,P4760,Electronics,122.93,33.91,C40869,19,Other,4/6/2024 16:53,PayPal,Standard,4,1
T527596,P1538,Home & Kitchen,640.26,154.15,C71654,35,Male,7/20/2024 22:58,Debit Card,Standard,4,1
T976058,P6122,Electronics,600.64,138.11,C20525,57,Female,8/1/2024 13:26,Debit Card,Express,3,0
T787283,P7410,Electronics,711.43,93.58,C75965,63,Male,8/9/2024 5:34,Debit Card,Express,4,0
T975278,P3456,Clothing,948.82,126.39,C91490,27,Female,12/4/2024 21:48,Debit Card,Express,1,0
T947355,P2294,Clothing,642.23,57.24,C38708,59,Female,4/12/2024 15:40,Credit Card,Express,1,0
T414706,P7387,Books,381.26,102.33,C95564,66,Male,1/27/2024 15:55,Credit Card,Standard,5,1
T420639,P1262,Electronics,977.09,30.97,C68075,32,Female,2/19/2024 13:31,Debit Card,Express,4,0
T609202,P8913,Electronics,677.96,34.7,C31894,67,Female,12/16/2024 21:26,Credit Card,Standard,1,0
T634102,P3580,Electronics,381.46,37.96,C59197,68,Female,9/3/2024 11:37,Credit Card,Standard,5,1
T392293,P9497,Books,635.5,43.44,C70754,61,Female,11/9/2024 18:18,Net Banking,Express,4,0
T542518,P4109,Electronics,691.67,166.58,C27147,47,Male,2/25/2024 11:25,Credit Card,Express,5,1
T378798,P7971,Clothing,763.32,81.54,C44164,61,Other,4/22/2024 8:26,PayPal,Standard,3,0
T453733,P4965,Clothing,955.58,50.55,C99384,35,Male,2/6/2024 19:18,Debit Card,Standard,4,0
T102011,P2758,Clothing,931.6,47.31,C95447,62,Female,4/23/2024 10:49,Debit Card,Standard,3,0
T125993,P1455,Clothing,249.93,29.09,C44727,39,Other,12/17/2024 23:51,Debit Card,Standard,2,0
T419240,P5156,Books,176.58,45.01,C52034,51,Other,9/11/2024 6:16,PayPal,Standard,4,1
T694964,P4057,Home & Kitchen,223.69,21.85,C35629,70,Male,7/7/2024 5:46,Credit Card,Express,4,1
T601073,P1682,Books,165.58,17.62,C90079,41,Male,10/23/2024 23:13,Debit Card,Express,4,1
T702597,P4629,Clothing,733.71,53.54,C67430,35,Female,2/20/2024 4:11,Net Banking,Express,4,1
T775475,P8623,Books,815.97,104.69,C50566,42,Other,8/22/2024 21:24,Debit Card,Express,2,0
T235368,P1815,Home & Kitchen,844.25,6.41,C84360,70,Other,7/6/2024 15:19,Credit Card,Express,2,0
T653537,P5846,Clothing,277.71,41.68,C47295,22,Other,8/2/2024 13:09,Debit Card,Standard,4,1
T181760,P7977,Home & Kitchen,392.73,56.67,C56685,49,Female,5/4/2024 1:16,Credit Card,Express,3,1
T415885,P6742,Home & Kitchen,350,29.81,C37628,21,Other,5/23/2024 3:25,Credit Card,Express,5,1
T741866,P4699,Electronics,373.62,95.39,C31497,23,Other,6/30/2024 0:10,Net Banking,Express,5,1
T879380,P6844,Clothing,856.16,35.63,C26596,29,Other,7/12/2024 18:12,Net Banking,Standard,5,1
T863022,P6291,Clothing,591.42,156.15,C62280,25,Female,10/16/2024 8:31,PayPal,Express,3,1
T477547,P9659,Home & Kitchen,601.89,168.63,C77753,25,Female,2/29/2024 8:16,PayPal,Standard,2,0
T961569,P1346,Home & Kitchen,411.04,0.61,C21587,40,Male,6/29/2024 19:55,PayPal,Express,4,1
T448136,P2792,Books,813.29,69.89,C50023,61,Other,7/28/2024 23:00,Net Banking,Express,1,0
T767843,P1176,Home & Kitchen,649.81,188.15,C51460,40,Female,6/25/2024 12:38,PayPal,Standard,2,0
T102070,P3218,Clothing,44.77,2.34,C94651,63,Female,6/22/2024 1:27,Net Banking,Express,2,0
T415817,P4527,Books,297.13,43.41,C45090,54,Male,8/14/2024 21:32,Net Banking,Standard,4,1
T238448,P5199,Books,46.76,6.11,C52802,63,Female,10/19/2024 5:27,Credit Card,Express,4,1
T627154,P5036,Clothing,293.04,76.06,C42377,48,Male,6/10/2024 0:31,Credit Card,Express,3,1
T148643,P9059,Home & Kitchen,69.85,20.34,C64064,39,Male,5/11/2024 23:10,Credit Card,Standard,2,1
T755960,P5625,Clothing,619.92,168.05,C94935,49,Other,8/3/2024 20:38,Debit Card,Standard,5,1
T108129,P5759,Books,678.13,149.32,C46931,33,Male,5/25/2024 16:29,Credit Card,Express,5,1
T342471,P3677,Home & Kitchen,385.47,75.47,C73088,37,Other,12/30/2024 7:22,Credit Card,Express,2,0
T704741,P3194,Electronics,944.94,208.05,C15084,37,Male,8/26/2024 21:22,Debit Card,Express,2,0
T726863,P2902,Clothing,850.32,205.16,C37183,45,Female,1/24/2024 15:57,Debit Card,Standard,1,0
T845879,P7572,Home & Kitchen,239.47,57.65,C18565,41,Female,1/5/2024 1:03,Net Banking,Standard,2,1
T310123,P3262,Clothing,91.64,26.13,C90319,62,Other,4/19/2024 14:53,Debit Card,Express,3,1
T223002,P2747,Clothing,479.19,108.53,C31464,67,Other,3/4/2024 14:48,Credit Card,Standard,2,0
T495666,P3966,Home & Kitchen,590.17,139.28,C92022,22,Male,9/19/2024 8:41,Credit Card,Express,5,1
T935414,P2586,Electronics,410.69,29.55,C81438,58,Other,11/26/2024 22:12,Credit Card,Standard,5,1
T333593,P1324,Electronics,381.59,46.83,C70476,43,Female,7/8/2024 13:52,Net Banking,Standard,3,1
T605202,P5501,Home & Kitchen,198.86,21.98,C42621,59,Other,10/1/2024 15:09,Credit Card,Express,4,1
T839262,P5577,Books,243.43,3.57,C37895,63,Male,11/20/2024 17:28,Net Banking,Express,1,0
T333829,P7911,Home & Kitchen,121.44,2.68,C93241,46,Other,3/2/2024 16:18,PayPal,Express,5,1
T694219,P8639,Home & Kitchen,334.04,96.07,C75296,59,Female,5/1/2024 2:23,Debit Card,Express,1,0
T784003,P3706,Books,285.54,52.06,C83724,43,Female,4/29/2024 16:06,Credit Card,Express,4,1
T639569,P2169,Clothing,146.02,41.07,C75088,67,Other,9/27/2024 12:18,PayPal,Express,1,0
T922515,P6007,Electronics,398.47,89.77,C66865,57,Female,5/2/2024 11:05,Debit Card,Standard,5,1
T592415,P1013,Home & Kitchen,481.24,0.09,C42483,46,Other,4/30/2024 23:22,Debit Card,Standard,3,0
T145496,P9009,Home & Kitchen,274.37,17.84,C64577,66,Female,1/13/2024 12:20,Debit Card,Express,3,0
T419579,P6269,Books,94.81,18.59,C53414,18,Female,12/21/2024 3:43,Credit Card,Standard,1,1
T402423,P9136,Electronics,411.38,46.48,C43929,36,Other,9/28/2024 11:13,Net Banking,Standard,2,0
T976927,P2857,Electronics,312.15,2.54,C25825,18,Female,5/10/2024 3:46,Credit Card,Express,1,0
T295291,P7800,Electronics,625.68,166.35,C47703,38,Female,1/23/2024 17:08,Credit Card,Standard,3,1
T604846,P8892,Home & Kitchen,50.12,7.13,C87071,29,Female,7/2/2024 23:28,Net Banking,Standard,3,1
T976927,P2857,Electronics,312.15,2.54,C25825,18,Female,5/10/2024 3:46,Credit Card,Express,1,0
T616704,P6271,Home & Kitchen,923.52,167.3,C83159,42,Other,1/27/2024 21:40,PayPal,Express,4,0
T418812,P1260,Clothing,376.07,90.96,C48533,50,Male,1/24/2024 5:37,PayPal,Express,5,1
T950419,P1819,Electronics,214.95,43,C10384,48,Female,4/4/2024 5:05,Net Banking,Express,4,1
T617877,P1409,Electronics,288.19,12.91,C55168,51,Other,10/10/2024 20:59,Debit Card,Express,3,1
T760213,P2201,Electronics,906.66,8.43,C90195,31,Male,10/9/2024 11:05,Debit Card,Express,3,0
T658550,P6872,Books,934.66,156.09,C50229,61,Male,1/23/2024 7:27,Net Banking,Express,1,0
T839486,P1348,Home & Kitchen,118.19,4.66,C67770,48,Female,1/14/2024 1:59,Net Banking,Standard,5,1
T347998,P9799,Books,670.67,108.85,C14640,24,Male,8/13/2024 3:34,PayPal,Standard,3,1
T927552,P3238,Home & Kitchen,592.05,0.14,C51035,33,Female,8/20/2024 7:39,Net Banking,Standard,4,1
T688702,P6522,Electronics,456.84,10.85,C42123,28,Other,1/12/2024 8:54,Debit Card,Standard,5,1
T725006,P4192,Home & Kitchen,985.74,53.68,C44252,57,Male,5/14/2024 14:57,Debit Card,Express,5,0
T246811,P9870,Home & Kitchen,747.15,7.13,C90792,23,Male,12/31/2024 23:17,Debit Card,Express,5,1
T614230,P1555,Home & Kitchen,382.2,35.8,C69416,54,Female,3/28/2024 17:47,PayPal,Standard,4,1
T765931,P9351,Electronics,135.22,0.7,C29152,34,Female,2/17/2024 0:45,Net Banking,Express,1,0
T114238,P6565,Clothing,475.18,125.06,C62233,59,Male,8/3/2024 6:08,Net Banking,Standard,5,1
T916322,P7954,Books,221.87,8.84,C77437,50,Male,11/3/2024 0:23,Debit Card,Standard,3,1
T152186,P8055,Electronics,756.67,122.58,C35832,58,Male,12/28/2024 23:59,Credit Card,Standard,3,0
T584851,P9069,Clothing,909.69,198.58,C93477,62,Male,4/29/2024 6:16,Credit Card,Express,4,0
T822739,P5242,Clothing,898.24,61.95,C36183,63,Female,4/13/2024 5:29,Net Banking,Express,5,0
T819204,P8022,Home & Kitchen,534.09,82.26,C60908,18,Other,3/13/2024 16:53,Net Banking,Express,5,1
T688854,P9110,Home & Kitchen,90.33,24.49,C83327,28,Male,1/19/2024 6:53,Credit Card,Standard,1,1
T832688,P4220,Clothing,775.21,29.13,C90916,66,Male,12/5/2024 19:48,Net Banking,Express,2,0
T335008,P3760,Clothing,237.46,17.44,C60243,59,Male,12/10/2024 8:44,PayPal,Express,5,1
T441206,P1885,Books,488.63,44.36,C47126,35,Other,3/2/2024 15:30,PayPal,Express,4,1
T418015,P3124,Clothing,611.58,113.71,C75965,47,Female,11/16/2024 6:20,Debit Card,Express,2,0
T322255,P6791,Books,283.43,37.37,C10953,44,Male,2/5/2024 5:23,Credit Card,Standard,5,1
T765975,P3702,Books,905.37,52.68,C52979,42,Other,10/22/2024 17:20,PayPal,Express,4,0
T997584,P7862,Electronics,43.39,9.74,C69658,67,Male,3/11/2024 1:17,Debit Card,Express,2,0
T491367,P4974,Electronics,391.55,67.76,C76972,59,Male,1/24/2024 0:32,Debit Card,Standard,2,0
T629477,P3616,Electronics,912.41,53.12,C39037,61,Female,10/20/2024 22:13,Debit Card,Standard,5,0
T655478,P5166,Books,676.38,48.58,C42983,51,Male,7/18/2024 16:35,Debit Card,Express,4,0
T334713,P8096,Books,574.75,53.67,C55944,39,Female,10/10/2024 19:55,PayPal,Express,1,0
T485262,P5711,Clothing,180.47,27.72,C75008,34,Other,7/9/2024 10:04,Net Banking,Standard,3,1
T635918,P6984,Clothing,292.31,45.83,C27255,65,Female,9/6/2024 19:48,Credit Card,Express,2,0
T728536,P1595,Electronics,850.26,206.75,C55256,63,Male,9/3/2024 12:12,Credit Card,Express,3,0
T742890,P3878,Clothing,88.98,23.7,C55063,19,Female,11/27/2024 16:32,Net Banking,Express,4,1
T107851,P1545,Books,699.19,15.85,C65771,35,Other,11/9/2024 13:22,Credit Card,Standard,2,0
T165665,P2454,Clothing,466.78,122.28,C75733,28,Other,5/7/2024 5:03,Debit Card,Standard,2,0
T755960,P5625,Clothing,619.92,168.05,C94935,49,Other,8/3/2024 20:38,Debit Card,Standard,5,1
T926946,P1086,Electronics,199.05,56.32,C56137,43,Female,7/23/2024 22:05,PayPal,Standard,4,1
T880031,P1625,Home & Kitchen,282.14,71.01,C65516,26,Male,9/23/2024 4:47,PayPal,Standard,2,1
T108129,P5759,Books,678.13,149.32,C46931,33,Male,5/25/2024 16:29,Credit Card,Express,5,1
T516889,P7937,Books,885.28,200.53,C50663,38,Female,8/10/2024 4:12,Credit Card,Standard,5,1
T859584,P4189,Electronics,178.12,51.54,C76605,25,Male,11/18/2024 14:18,Debit Card,Express,3,1
T763219,P8864,Books,393.12,54.02,C96496,50,Male,8/8/2024 5:23,Debit Card,Standard,4,1
T175659,P8438,Electronics,734.54,31.95,C59403,34,Male,3/5/2024 5:22,Credit Card,Standard,5,1
T558980,P5864,Books,474.68,53.1,C92068,36,Other,6/10/2024 9:22,Credit Card,Express,1,0
T774708,P6796,Clothing,276.69,78.01,C60617,69,Female,4/3/2024 8:19,Credit Card,Standard,4,1
T577921,P8559,Electronics,67.86,9.68,C93386,55,Male,11/6/2024 12:15,Debit Card,Standard,5,1
T929283,P9540,Clothing,932.37,65.39,C51090,22,Female,1/4/2024 5:22,Net Banking,Standard,1,0
T563012,P1744,Electronics,536.98,99.46,C65190,44,Female,12/23/2024 3:33,Credit Card,Standard,2,0
T490336,P4171,Clothing,732.18,44.39,C42792,62,Female,11/9/2024 10:05,Debit Card,Standard,2,0
T835766,P8422,Clothing,827.75,105.73,C73616,63,Male,7/28/2024 21:04,PayPal,Standard,5,1
T189464,P6043,Clothing,528.08,92.46,C61847,62,Other,2/27/2024 2:09,Credit Card,Express,5,1
T672068,P5479,Books,317.06,78.8,C91303,30,Male,8/24/2024 19:54,Net Banking,Standard,3,1
T910343,P3401,Electronics,595.62,110.95,C46084,46,Female,2/3/2024 16:30,Debit Card,Standard,1,0
T224555,P3672,Books,698.08,60.13,C85438,57,Other,11/28/2024 10:18,PayPal,Standard,2,0
T307532,P7119,Books,470.74,123.54,C78426,39,Other,10/14/2024 11:23,Net Banking,Express,1,0
T230370,P5634,Home & Kitchen,637.82,188.1,C55551,65,Male,11/6/2024 8:06,Net Banking,Express,1,0
T452883,P3258,Electronics,464.04,21.88,C16680,27,Female,8/11/2024 13:43,Credit Card,Standard,4,1
T781207,P2444,Clothing,28.58,1.2,C51320,22,Male,3/19/2024 12:18,Debit Card,Standard,2,1
T475871,P6880,Books,769.57,44.27,C30030,22,Male,8/14/2024 1:36,Credit Card,Standard,3,0
T279091,P3460,Books,439.91,110.21,C24224,26,Other,7/11/2024 5:38,PayPal,Standard,5,1
T114918,P8982,Electronics,672.23,30.35,C45773,68,Other,7/22/2024 6:09,PayPal,Standard,3,0
T883047,P3134,Books,208.38,15.44,C92180,64,Female,12/9/2024 14:47,PayPal,Standard,4,1
T211093,P8789,Home & Kitchen,14.74,1.25,C53570,67,Female,12/18/2024 11:54,Debit Card,Standard,2,0
T602555,P8256,Home & Kitchen,474.22,95.11,C59873,40,Female,2/9/2024 1:28,PayPal,Standard,1,0
T505101,P2446,Clothing,376.91,84.39,C62581,38,Female,12/4/2024 12:26,Credit Card,Standard,1,0
T506649,P4749,Books,938.89,14.47,C85280,59,Male,9/13/2024 0:45,Debit Card,Standard,3,0
T487993,P9057,Electronics,522.85,55.24,C19348,37,Other,8/13/2024 0:10,PayPal,Express,4,1
T790417,P5377,Clothing,422,98.84,C56901,26,Female,11/22/2024 15:27,Net Banking,Standard,5,1
T791321,P1449,Electronics,267.79,55.29,C24159,40,Other,5/14/2024 8:32,PayPal,Express,4,1
T468970,P2222,Clothing,154.72,28.52,C92640,63,Female,12/9/2024 3:42,Credit Card,Express,1,0
T339946,P7782,Clothing,752.7,14.3,C87001,69,Other,6/28/2024 20:38,Net Banking,Standard,5,0
T310790,P4094,Clothing,487.12,97.34,C11588,52,Female,2/11/2024 5:55,Net Banking,Standard,1,0
T397453,P2702,Books,860.59,73.21,C35489,26,Female,11/11/2024 21:00,Debit Card,Standard,4,1
T272105,P6579,Home & Kitchen,561.93,4.41,C74987,45,Other,5/30/2024 13:20,Credit Card,Express,1,0
T326054,P5745,Clothing,844.19,49.46,C52763,66,Female,8/30/2024 8:09,Debit Card,Express,2,0
T825125,P5659,Books,482.03,45.01,C23844,32,Other,1/3/2024 16:39,Credit Card,Express,5,1
T603428,P6812,Clothing,800.58,23.53,C66563,42,Female,12/21/2024 18:55,Net Banking,Standard,3,0
T653618,P3848,Books,513.48,150.6,C65247,23,Female,7/30/2024 13:47,Debit Card,Standard,4,1
T622651,P6913,Books,497.76,84.27,C46296,46,Other,9/18/2024 9:28,Credit Card,Standard,3,0
T845879,P7572,Home & Kitchen,239.47,57.65,C18565,41,Female,1/5/2024 1:03,Net Banking,Standard,2,1
T537468,P4806,Electronics,24.6,0.44,C87094,70,Other,7/22/2024 7:59,Credit Card,Express,1,0
