Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Day,Revenue,Inventory Group,Price Difference,Relative Price Difference,Relative Price Difference %,Price Position
2022-07-14,S002,P0019,Clothing,South,829,114,0,68.22,25,Cloudy,1,79.95,Summer,1,107,2022,7,14,5832.8099999999995,"(460.0, 2267.0]",-11.730000000000004,-0.14671669793621017,-14.671669793621017,Cheaper than Competitor
2022-07-14,S002,P0020,Furniture,South,215,29,0,103.34,5,Cloudy,0,116.77,Summer,1,30,2022,7,14,2847.017,"(183.0, 287.0]",-13.429999999999993,-0.1150124175730067,-11.50124175730067,Cheaper than Competitor
2022-07-14,S003,P0001,Toys,East,74,14,50,10.89,15,Sunny,1,12.92,Summer,1,24,2022,7,14,129.591,"(-0.001, 123.0]",-2.0299999999999994,-0.15712074303405568,-15.712074303405569,Cheaper than Competitor
2022-07-14,S003,P0002,Groceries,East,291,55,0,38.74,20,Sunny,1,43.69,Summer,1,56,2022,7,14,1704.5600000000004,"(287.0, 460.0]",-4.949999999999996,-0.11329823758297083,-11.329823758297083,Cheaper than Competitor
2022-07-14,S003,P0003,Electronics,East,95,27,50,67.08,5,Sunny,0,77.06,Summer,1,32,2022,7,14,1720.6019999999999,"(-0.001, 123.0]",-9.980000000000004,-0.12950947313781475,-12.950947313781475,Cheaper than Competitor
2022-07-14,S003,P0004,Groceries,East,247,110,274,23.98,0,Sunny,0,22.91,Summer,1,94,2022,7,14,2637.8,"(183.0, 287.0]",1.0700000000000003,0.04670449585333916,4.670449585333916,Similar to Competitor
2022-07-14,S003,P0005,Toys,East,318,34,0,15.83,15,Sunny,1,17.85,Summer,1,42,2022,7,14,457.487,"(287.0, 460.0]",-2.0200000000000014,-0.11316526610644265,-11.316526610644265,Cheaper than Competitor
2022-07-14,S003,P0006,Toys,East,114,24,0,29.98,0,Sunny,0,35.72,Summer,1,24,2022,7,14,719.52,"(-0.001, 123.0]",-5.739999999999998,-0.16069428891377377,-16.069428891377378,Cheaper than Competitor
2022-07-14,S003,P0007,Groceries,East,374,112,0,15.6,10,Sunny,0,13.89,Summer,1,101,2022,7,14,1572.48,"(287.0, 460.0]",1.709999999999999,0.1231101511879049,12.31101511879049,More Expensive than Competitor
2022-07-14,S003,P0008,Clothing,East,214,91,168,111.33,5,Sunny,0,106.9,Summer,1,84,2022,7,14,9624.478500000001,"(183.0, 287.0]",4.429999999999993,0.041440598690364754,4.144059869036475,Similar to Competitor
2022-07-14,S003,P0009,Groceries,East,94,87,76,50.32,5,Sunny,0,44.94,Summer,1,76,2022,7,14,4158.948,"(-0.001, 123.0]",5.380000000000003,0.1197151757899422,11.97151757899422,More Expensive than Competitor
2022-07-14,S003,P0010,Groceries,East,85,85,128,46.51,5,Sunny,0,44.82,Summer,1,155,2022,7,14,3755.6825,"(-0.001, 123.0]",1.6899999999999977,0.03770638107987501,3.7706381079875007,Similar to Competitor
2022-07-14,S003,P0011,Electronics,East,104,69,0,92.95,25,Sunny,1,86.93,Summer,1,81,2022,7,14,4810.1625,"(-0.001, 123.0]",6.019999999999996,0.06925112159208553,6.925112159208553,More Expensive than Competitor
2022-07-14,S003,P0012,Furniture,East,140,25,0,81.14,5,Sunny,0,72.91,Summer,1,25,2022,7,14,1927.0749999999998,"(123.0, 183.0]",8.230000000000004,0.11287889178439177,11.287889178439176,More Expensive than Competitor
2022-07-14,S003,P0013,Groceries,East,698,95,0,62.26,25,Sunny,1,66.85,Summer,1,140,2022,7,14,4436.025,"(460.0, 2267.0]",-4.589999999999996,-0.06866118175018694,-6.866118175018694,Cheaper than Competitor
2022-07-14,S003,P0014,Groceries,East,490,113,0,102.08,5,Sunny,0,90.22,Summer,1,120,2022,7,14,10958.287999999999,"(460.0, 2267.0]",11.86,0.13145643981378852,13.145643981378852,More Expensive than Competitor
2022-07-14,S003,P0015,Groceries,East,162,137,0,99.97,10,Sunny,0,97.55,Summer,1,121,2022,7,14,12326.301,"(123.0, 183.0]",2.4200000000000017,0.024807790876473623,2.4807790876473623,Similar to Competitor
2022-07-14,S003,P0016,Electronics,East,154,41,88,79.74,10,Sunny,0,76.91,Summer,1,47,2022,7,14,2942.406,"(123.0, 183.0]",2.8299999999999983,0.03679625536341176,3.679625536341176,Similar to Competitor
2022-07-14,S003,P0017,Furniture,East,229,53,258,84.86,25,Sunny,1,100.4,Summer,1,55,2022,7,14,3373.185,"(183.0, 287.0]",-15.540000000000006,-0.15478087649402394,-15.478087649402394,Cheaper than Competitor
2022-07-14,S003,P0018,Furniture,East,224,45,0,105.97,15,Sunny,1,98.27,Summer,1,41,2022,7,14,4053.3524999999995,"(183.0, 287.0]",7.700000000000003,0.07835555103286866,7.835555103286866,More Expensive than Competitor
2022-07-14,S003,P0019,Groceries,East,156,85,0,41.0,20,Sunny,1,45.89,Summer,1,76,2022,7,14,2788.0,"(123.0, 183.0]",-4.890000000000001,-0.10655916321638702,-10.655916321638701,Cheaper than Competitor
2022-07-14,S003,P0020,Clothing,East,332,69,0,63.84,5,Sunny,0,71.07,Summer,1,67,2022,7,14,4184.7119999999995,"(287.0, 460.0]",-7.22999999999999,-0.1017306880540311,-10.17306880540311,Cheaper than Competitor
2022-07-14,S004,P0001,Groceries,West,482,85,0,8.14,20,Rainy,1,9.34,Summer,1,73,2022,7,14,553.5200000000001,"(460.0, 2267.0]",-1.1999999999999993,-0.12847965738758022,-12.847965738758022,Cheaper than Competitor
2022-07-14,S004,P0002,Groceries,West,269,80,0,17.58,10,Rainy,1,19.14,Summer,1,87,2022,7,14,1265.76,"(183.0, 287.0]",-1.5600000000000023,-0.08150470219435749,-8.150470219435748,Cheaper than Competitor
2022-07-14,S004,P0003,Furniture,West,204,25,114,115.41,5,Rainy,0,134.72,Summer,1,38,2022,7,14,2740.9874999999997,"(183.0, 287.0]",-19.310000000000002,-0.14333432304038007,-14.333432304038007,Cheaper than Competitor
2022-07-14,S004,P0004,Groceries,West,215,53,0,45.12,5,Rainy,0,53.85,Summer,1,63,2022,7,14,2271.7919999999995,"(183.0, 287.0]",-8.730000000000004,-0.1621169916434541,-16.21169916434541,Cheaper than Competitor
2022-07-14,S004,P0005,Clothing,West,113,113,164,75.89,10,Rainy,1,82.92,Summer,1,142,2022,7,14,7718.013,"(-0.001, 123.0]",-7.030000000000001,-0.0847805113362277,-8.47805113362277,Cheaper than Competitor
2022-07-14,S004,P0006,Groceries,West,270,82,243,36.07,10,Rainy,0,41.87,Summer,1,127,2022,7,14,2661.9660000000003,"(183.0, 287.0]",-5.799999999999997,-0.1385240028660138,-13.85240028660138,Cheaper than Competitor
2022-07-14,S004,P0007,Groceries,West,798,31,0,21.28,10,Rainy,0,23.1,Summer,1,44,2022,7,14,593.7120000000001,"(460.0, 2267.0]",-1.8200000000000003,-0.0787878787878788,-7.87878787878788,Cheaper than Competitor
2022-07-14,S004,P0008,Furniture,West,103,20,0,80.8,0,Rainy,0,94.11,Summer,1,24,2022,7,14,1616.0,"(-0.001, 123.0]",-13.310000000000002,-0.1414302412070981,-14.14302412070981,Cheaper than Competitor
2022-07-14,S004,P0009,Clothing,West,434,83,0,106.92,5,Rainy,0,114.93,Summer,1,88,2022,7,14,8430.642,"(287.0, 460.0]",-8.010000000000005,-0.06969459671104154,-6.969459671104154,Cheaper than Competitor
2022-07-14,S004,P0010,Groceries,West,267,79,0,21.06,10,Rainy,0,23.73,Summer,1,68,2022,7,14,1497.366,"(183.0, 287.0]",-2.6700000000000017,-0.11251580278128957,-11.251580278128957,Cheaper than Competitor
2022-07-14,S004,P0011,Clothing,West,775,30,0,45.3,10,Rainy,1,39.25,Summer,1,36,2022,7,14,1223.1000000000001,"(460.0, 2267.0]",6.049999999999997,0.15414012738853497,15.414012738853497,More Expensive than Competitor
2022-07-14,S004,P0012,Electronics,West,63,32,55,101.55,0,Rainy,0,93.75,Summer,1,46,2022,7,14,3249.6,"(-0.001, 123.0]",7.799999999999997,0.08319999999999997,8.319999999999997,More Expensive than Competitor
2022-07-14,S004,P0013,Groceries,West,412,145,436,22.26,10,Rainy,1,24.81,Summer,1,160,2022,7,14,2904.9300000000003,"(287.0, 460.0]",-2.549999999999997,-0.10278113663845213,-10.278113663845213,Cheaper than Competitor
2022-07-14,S004,P0014,Furniture,West,161,24,0,138.67,0,Rainy,0,147.95,Summer,1,26,2022,7,14,3328.08,"(123.0, 183.0]",-9.280000000000001,-0.0627238932071646,-6.272389320716459,Cheaper than Competitor
2022-07-14,S004,P0015,Furniture,West,167,30,0,87.73,0,Rainy,0,79.54,Summer,1,35,2022,7,14,2631.9,"(123.0, 183.0]",8.189999999999998,0.102967060598441,10.2967060598441,More Expensive than Competitor
2022-07-14,S004,P0016,Furniture,West,231,26,0,90.95,10,Rainy,0,78.38,Summer,1,22,2022,7,14,2128.2300000000005,"(183.0, 287.0]",12.570000000000007,0.1603725440163308,16.03725440163308,More Expensive than Competitor
2022-07-14,S004,P0017,Clothing,West,125,125,122,90.65,25,Rainy,1,80.49,Summer,1,149,2022,7,14,8498.4375,"(123.0, 183.0]",10.16000000000001,0.12622686047956283,12.622686047956282,More Expensive than Competitor
2022-07-14,S004,P0018,Furniture,West,134,37,0,116.69,15,Rainy,1,125.39,Summer,1,32,2022,7,14,3669.9004999999997,"(123.0, 183.0]",-8.700000000000003,-0.06938352340697028,-6.938352340697028,Cheaper than Competitor
2022-07-14,S004,P0019,Clothing,West,168,131,144,62.72,10,Rainy,1,71.5,Summer,1,144,2022,7,14,7394.688,"(123.0, 183.0]",-8.780000000000001,-0.12279720279720281,-12.279720279720282,Cheaper than Competitor
2022-07-14,S004,P0020,Furniture,West,121,30,115,125.07,0,Rainy,0,112.11,Summer,1,48,2022,7,14,3752.1,"(-0.001, 123.0]",12.959999999999994,0.11560074926411555,11.560074926411556,More Expensive than Competitor
2022-07-14,S005,P0001,Groceries,North,251,94,229,11.22,15,Cloudy,1,9.93,Summer,1,111,2022,7,14,896.4780000000001,"(183.0, 287.0]",1.290000000000001,0.12990936555891247,12.990936555891247,More Expensive than Competitor
2022-07-14,S005,P0002,Electronics,North,149,65,0,38.74,10,Cloudy,1,36.02,Summer,1,91,2022,7,14,2266.29,"(123.0, 183.0]",2.719999999999999,0.0755136035535813,7.55136035535813,More Expensive than Competitor
2022-07-14,S005,P0003,Toys,North,108,18,0,21.13,10,Cloudy,0,18.42,Summer,1,16,2022,7,14,342.306,"(-0.001, 123.0]",2.7099999999999973,0.14712269272529843,14.712269272529843,More Expensive than Competitor
2022-07-14,S005,P0004,Groceries,North,140,123,151,8.08,5,Cloudy,0,9.22,Summer,1,130,2022,7,14,944.148,"(123.0, 183.0]",-1.1400000000000006,-0.1236442516268981,-12.36442516268981,Cheaper than Competitor
2022-07-14,S005,P0005,Groceries,North,252,114,198,14.66,10,Cloudy,1,16.35,Summer,1,97,2022,7,14,1504.116,"(183.0, 287.0]",-1.6900000000000013,-0.10336391437308876,-10.336391437308876,Cheaper than Competitor
2022-07-14,S005,P0006,Groceries,North,325,106,506,72.04,0,Cloudy,0,68.53,Summer,1,143,2022,7,14,7636.240000000001,"(287.0, 460.0]",3.510000000000005,0.051218444476871516,5.121844447687152,More Expensive than Competitor
2022-07-14,S005,P0007,Groceries,North,142,102,0,79.15,0,Cloudy,0,83.37,Summer,1,87,2022,7,14,8073.3,"(123.0, 183.0]",-4.219999999999999,-0.05061772819959216,-5.0617728199592165,Cheaper than Competitor
2022-07-14,S005,P0008,Groceries,North,157,108,84,56.12,10,Cloudy,0,66.49,Summer,1,96,2022,7,14,5454.8640000000005,"(123.0, 183.0]",-10.369999999999997,-0.15596330275229356,-15.596330275229356,Cheaper than Competitor
2022-07-14,S005,P0009,Groceries,North,323,45,0,87.73,0,Cloudy,0,83.89,Summer,1,58,2022,7,14,3947.8500000000004,"(287.0, 460.0]",3.8400000000000034,0.04577422815591851,4.57742281559185,Similar to Competitor
2022-07-14,S005,P0010,Groceries,North,16,16,0,52.55,10,Cloudy,0,62.6,Summer,1,91,2022,7,14,756.72,"(-0.001, 123.0]",-10.050000000000004,-0.1605431309904154,-16.05431309904154,Cheaper than Competitor
2022-07-14,S005,P0011,Electronics,North,248,57,0,59.2,25,Cloudy,1,63.21,Summer,1,89,2022,7,14,2530.8,"(183.0, 287.0]",-4.009999999999998,-0.06343932922006008,-6.343932922006008,Cheaper than Competitor
2022-07-14,S005,P0012,Furniture,North,137,36,0,118.81,5,Cloudy,0,114.71,Summer,1,52,2022,7,14,4063.3019999999997,"(123.0, 183.0]",4.1000000000000085,0.035742306686426716,3.5742306686426715,Similar to Competitor
2022-07-14,S005,P0013,Groceries,North,504,120,0,69.88,15,Cloudy,1,65.95,Summer,1,113,2022,7,14,7127.759999999998,"(460.0, 2267.0]",3.9299999999999926,0.05959059893858973,5.9590598938589725,More Expensive than Competitor
2022-07-14,S005,P0014,Furniture,North,173,29,0,123.31,10,Cloudy,0,132.68,Summer,1,26,2022,7,14,3218.391,"(123.0, 183.0]",-9.370000000000005,-0.07062104311124513,-7.062104311124513,Cheaper than Competitor
2022-07-14,S005,P0015,Groceries,North,104,45,0,39.55,5,Cloudy,0,43.65,Summer,1,47,2022,7,14,1690.7624999999998,"(-0.001, 123.0]",-4.100000000000001,-0.09392898052691871,-9.392898052691871,Cheaper than Competitor
2022-07-14,S005,P0016,Toys,North,231,11,0,23.99,10,Cloudy,0,20.69,Summer,1,12,2022,7,14,237.501,"(183.0, 287.0]",3.299999999999997,0.15949734171097132,15.949734171097132,More Expensive than Competitor
2022-07-14,S005,P0017,Toys,North,101,49,57,28.43,15,Cloudy,1,25.64,Summer,1,48,2022,7,14,1184.1095,"(-0.001, 123.0]",2.789999999999999,0.10881435257410293,10.881435257410294,More Expensive than Competitor
2022-07-14,S005,P0018,Clothing,North,103,103,108,22.31,10,Cloudy,1,22.07,Summer,1,119,2022,7,14,2068.1369999999997,"(-0.001, 123.0]",0.23999999999999844,0.010874490258269073,1.0874490258269074,Similar to Competitor
2022-07-14,S005,P0019,Furniture,North,230,24,0,90.67,25,Cloudy,1,88.32,Summer,1,25,2022,7,14,1632.06,"(183.0, 287.0]",2.3500000000000085,0.02660778985507256,2.660778985507256,Similar to Competitor
2022-07-14,S005,P0020,Toys,North,147,15,0,22.91,0,Cloudy,0,24.16,Summer,1,17,2022,7,14,343.65,"(123.0, 183.0]",-1.25,-0.05173841059602649,-5.173841059602649,Cheaper than Competitor
2022-07-15,S001,P0001,Electronics,North,124,29,0,55.78,10,Rainy,1,49.84,Summer,1,41,2022,7,15,1455.8580000000002,"(123.0, 183.0]",5.939999999999998,0.11918138041733542,11.918138041733542,More Expensive than Competitor
2022-07-15,S001,P0002,Clothing,North,177,83,0,71.34,0,Rainy,0,66.27,Summer,1,107,2022,7,15,5921.22,"(123.0, 183.0]",5.070000000000007,0.07650520597555467,7.6505205975554675,More Expensive than Competitor
2022-07-15,S001,P0003,Clothing,North,492,111,0,44.35,20,Rainy,1,51.18,Summer,1,97,2022,7,15,3938.2800000000007,"(460.0, 2267.0]",-6.829999999999998,-0.13345056662758886,-13.345056662758886,Cheaper than Competitor
2022-07-15,S001,P0004,Electronics,North,94,24,0,84.66,0,Rainy,0,101.54,Summer,1,30,2022,7,15,2031.84,"(-0.001, 123.0]",-16.88000000000001,-0.16623990545597803,-16.623990545597803,Cheaper than Competitor
2022-07-15,S001,P0005,Groceries,North,378,111,0,69.73,0,Rainy,0,62.09,Summer,1,134,2022,7,15,7740.030000000001,"(287.0, 460.0]",7.640000000000001,0.1230471895635368,12.30471895635368,More Expensive than Competitor
2022-07-15,S001,P0006,Toys,North,180,4,0,27.14,10,Rainy,0,24.41,Summer,1,4,2022,7,15,97.70400000000001,"(123.0, 183.0]",2.7300000000000004,0.11183941007783697,11.183941007783698,More Expensive than Competitor
2022-07-15,S001,P0007,Groceries,North,256,144,0,24.83,10,Rainy,0,29.48,Summer,1,132,2022,7,15,3217.968,"(183.0, 287.0]",-4.650000000000002,-0.1577340569877884,-15.77340569877884,Cheaper than Competitor
2022-07-15,S001,P0008,Electronics,North,86,35,0,38.12,0,Rainy,0,36.12,Summer,1,37,2022,7,15,1334.1999999999998,"(-0.001, 123.0]",2.0,0.05537098560354375,5.537098560354375,More Expensive than Competitor
2022-07-15,S001,P0009,Clothing,North,179,86,0,82.45,5,Rainy,0,90.55,Summer,1,87,2022,7,15,6736.165,"(123.0, 183.0]",-8.099999999999994,-0.08945334069574815,-8.945334069574814,Cheaper than Competitor
2022-07-15,S001,P0010,Furniture,North,204,35,0,96.93,15,Rainy,1,84.63,Summer,1,31,2022,7,15,2883.6675,"(183.0, 287.0]",12.300000000000011,0.14533853243530678,14.533853243530679,More Expensive than Competitor
2022-07-15,S001,P0011,Furniture,North,134,31,0,133.09,10,Rainy,0,130.84,Summer,1,37,2022,7,15,3713.2110000000002,"(123.0, 183.0]",2.25,0.017196575970651176,1.7196575970651176,Similar to Competitor
2022-07-15,S001,P0012,Groceries,North,152,57,171,60.77,20,Rainy,1,67.95,Summer,1,73,2022,7,15,2771.1120000000005,"(123.0, 183.0]",-7.18,-0.10566593083149374,-10.566593083149375,Cheaper than Competitor
2022-07-15,S001,P0013,Toys,North,110,38,0,23.52,15,Rainy,1,26.27,Summer,1,45,2022,7,15,759.696,"(-0.001, 123.0]",-2.75,-0.10468214693566806,-10.468214693566805,Cheaper than Competitor
2022-07-15,S001,P0014,Groceries,North,121,67,0,64.55,10,Rainy,1,55.12,Summer,1,78,2022,7,15,3892.365,"(-0.001, 123.0]",9.43,0.1710812772133527,17.10812772133527,More Expensive than Competitor
2022-07-15,S001,P0015,Toys,North,86,22,0,10.9,10,Rainy,0,13.14,Summer,1,21,2022,7,15,215.82000000000002,"(-0.001, 123.0]",-2.24,-0.17047184170471844,-17.047184170471844,Cheaper than Competitor
2022-07-15,S001,P0016,Groceries,North,293,79,315,33.95,10,Rainy,0,36.35,Summer,1,90,2022,7,15,2413.8450000000003,"(287.0, 460.0]",-2.3999999999999986,-0.06602475928473173,-6.602475928473172,Cheaper than Competitor
2022-07-15,S001,P0017,Toys,North,92,33,0,17.97,10,Rainy,0,17.54,Summer,1,45,2022,7,15,533.7090000000001,"(-0.001, 123.0]",0.4299999999999997,0.024515393386545025,2.4515393386545026,Similar to Competitor
2022-07-15,S001,P0018,Groceries,North,95,95,155,58.34,20,Rainy,1,68.11,Summer,1,159,2022,7,15,4433.84,"(-0.001, 123.0]",-9.769999999999996,-0.14344442813096456,-14.344442813096455,Cheaper than Competitor
2022-07-15,S001,P0019,Furniture,North,76,32,52,75.66,25,Rainy,1,81.17,Summer,1,45,2022,7,15,1815.84,"(-0.001, 123.0]",-5.510000000000005,-0.06788222249599613,-6.788222249599612,Cheaper than Competitor
2022-07-15,S001,P0020,Furniture,North,500,30,0,93.14,10,Rainy,0,89.17,Summer,1,26,2022,7,15,2514.7799999999997,"(460.0, 2267.0]",3.969999999999999,0.04452170012335986,4.452170012335986,Similar to Competitor
2022-07-15,S002,P0001,Groceries,South,149,123,524,75.33,25,Cloudy,1,88.62,Summer,1,170,2022,7,15,6949.1925,"(123.0, 183.0]",-13.290000000000006,-0.14996614759647942,-14.996614759647942,Cheaper than Competitor
2022-07-15,S002,P0002,Toys,South,157,29,0,25.52,5,Cloudy,0,24.98,Summer,1,26,2022,7,15,703.076,"(123.0, 183.0]",0.5399999999999991,0.02161729383506802,2.161729383506802,Similar to Competitor
2022-07-15,S002,P0003,Groceries,South,542,116,0,71.13,15,Cloudy,1,80.93,Summer,1,108,2022,7,15,7013.418,"(460.0, 2267.0]",-9.800000000000011,-0.12109230198937367,-12.109230198937366,Cheaper than Competitor
2022-07-15,S002,P0004,Groceries,South,351,62,324,38.38,10,Cloudy,0,46.23,Summer,1,101,2022,7,15,2141.604,"(287.0, 460.0]",-7.849999999999994,-0.1698031581224312,-16.98031581224312,Cheaper than Competitor
2022-07-15,S002,P0005,Electronics,South,419,39,0,79.67,0,Cloudy,0,90.51,Summer,1,53,2022,7,15,3107.13,"(287.0, 460.0]",-10.840000000000003,-0.11976577173792954,-11.976577173792954,Cheaper than Competitor
2022-07-15,S002,P0006,Clothing,South,147,120,111,66.0,5,Cloudy,0,76.09,Summer,1,113,2022,7,15,7524.0,"(123.0, 183.0]",-10.090000000000003,-0.13260612432645555,-13.260612432645555,Cheaper than Competitor
2022-07-15,S002,P0007,Toys,South,284,31,0,23.09,0,Cloudy,0,19.74,Summer,1,26,2022,7,15,715.79,"(183.0, 287.0]",3.3500000000000014,0.1697061803444783,16.970618034447828,More Expensive than Competitor
2022-07-15,S002,P0008,Groceries,South,116,63,105,24.29,10,Cloudy,0,21.12,Summer,1,96,2022,7,15,1377.243,"(-0.001, 123.0]",3.169999999999998,0.15009469696969688,15.009469696969688,More Expensive than Competitor
2022-07-15,S002,P0009,Groceries,South,234,53,0,49.42,10,Cloudy,0,42.96,Summer,1,49,2022,7,15,2357.3340000000003,"(183.0, 287.0]",6.460000000000001,0.15037243947858475,15.037243947858475,More Expensive than Competitor
2022-07-15,S002,P0010,Groceries,South,153,79,0,76.4,10,Cloudy,1,88.18,Summer,1,85,2022,7,15,5432.040000000001,"(123.0, 183.0]",-11.780000000000001,-0.1335903833068723,-13.35903833068723,Cheaper than Competitor
2022-07-15,S002,P0011,Groceries,South,360,93,299,88.33,10,Cloudy,0,94.53,Summer,1,107,2022,7,15,7393.2210000000005,"(287.0, 460.0]",-6.200000000000003,-0.06558764413413734,-6.558764413413734,Cheaper than Competitor
2022-07-15,S002,P0012,Electronics,South,893,31,0,48.6,20,Cloudy,1,43.26,Summer,1,47,2022,7,15,1205.2800000000002,"(460.0, 2267.0]",5.340000000000003,0.1234396671289876,12.34396671289876,More Expensive than Competitor
2022-07-15,S002,P0013,Groceries,South,258,117,308,21.25,15,Cloudy,1,21.13,Summer,1,119,2022,7,15,2113.3125,"(183.0, 287.0]",0.120000000000001,0.005679129200189352,0.5679129200189352,Similar to Competitor
2022-07-15,S002,P0014,Electronics,South,154,52,0,101.37,10,Cloudy,1,89.34,Summer,1,52,2022,7,15,4744.116,"(123.0, 183.0]",12.030000000000001,0.13465413028878442,13.465413028878443,More Expensive than Competitor
2022-07-15,S002,P0015,Clothing,South,464,85,0,63.02,10,Cloudy,0,67.08,Summer,1,102,2022,7,15,4821.03,"(460.0, 2267.0]",-4.059999999999995,-0.06052474657125813,-6.052474657125813,Cheaper than Competitor
2022-07-15,S002,P0016,Clothing,South,251,70,0,74.83,10,Cloudy,0,83.02,Summer,1,77,2022,7,15,4714.29,"(183.0, 287.0]",-8.189999999999998,-0.09865092748735242,-9.865092748735242,Cheaper than Competitor
2022-07-15,S002,P0017,Toys,South,243,35,0,14.76,10,Cloudy,0,17.72,Summer,1,30,2022,7,15,464.94000000000005,"(183.0, 287.0]",-2.959999999999999,-0.16704288939051914,-16.704288939051914,Cheaper than Competitor
2022-07-15,S002,P0018,Clothing,South,110,110,159,26.64,25,Cloudy,1,29.85,Summer,1,178,2022,7,15,2197.8,"(-0.001, 123.0]",-3.210000000000001,-0.10753768844221108,-10.753768844221108,Cheaper than Competitor
2022-07-15,S002,P0019,Clothing,South,715,209,715,99.8,10,Cloudy,1,118.0,Summer,1,175,2022,7,15,18772.38,"(460.0, 2267.0]",-18.200000000000003,-0.15423728813559323,-15.423728813559324,Cheaper than Competitor
2022-07-15,S002,P0020,Furniture,South,186,19,0,102.44,0,Cloudy,0,114.55,Summer,1,16,2022,7,15,1946.36,"(183.0, 287.0]",-12.11,-0.10571802706241816,-10.571802706241815,Cheaper than Competitor
2022-07-15,S003,P0001,Toys,East,60,48,87,11.59,20,Rainy,1,10.68,Summer,1,41,2022,7,15,445.056,"(-0.001, 123.0]",0.9100000000000001,0.08520599250936331,8.52059925093633,More Expensive than Competitor
2022-07-15,S003,P0002,Groceries,East,236,62,210,47.73,5,Rainy,0,52.64,Summer,1,66,2022,7,15,2811.2969999999996,"(183.0, 287.0]",-4.910000000000004,-0.09327507598784202,-9.327507598784202,Cheaper than Competitor
2022-07-15,S003,P0003,Electronics,East,118,50,67,69.89,20,Rainy,1,68.09,Summer,1,73,2022,7,15,2795.6000000000004,"(-0.001, 123.0]",1.7999999999999972,0.02643559994125418,2.6435599941254178,Similar to Competitor
2022-07-15,S003,P0004,Groceries,East,137,54,0,22.45,5,Rainy,0,19.52,Summer,1,89,2022,7,15,1151.685,"(123.0, 183.0]",2.9299999999999997,0.15010245901639344,15.010245901639344,More Expensive than Competitor
2022-07-15,S003,P0005,Toys,East,284,11,0,14.97,10,Rainy,0,15.85,Summer,1,15,2022,7,15,148.20300000000003,"(183.0, 287.0]",-0.879999999999999,-0.05552050473186114,-5.552050473186114,Cheaper than Competitor
2022-07-15,S003,P0006,Toys,East,90,19,50,26.13,10,Rainy,0,31.2,Summer,1,17,2022,7,15,446.823,"(-0.001, 123.0]",-5.07,-0.1625,-16.25,Cheaper than Competitor
2022-07-15,S003,P0007,Groceries,East,262,107,0,15.3,10,Rainy,0,15.26,Summer,1,95,2022,7,15,1473.39,"(183.0, 287.0]",0.040000000000000924,0.002621231979030205,0.26212319790302047,Similar to Competitor
2022-07-15,S003,P0008,Clothing,East,123,52,0,111.55,5,Rainy,0,105.72,Summer,1,85,2022,7,15,5510.569999999999,"(-0.001, 123.0]",5.829999999999998,0.05514566780174043,5.514566780174043,More Expensive than Competitor
2022-07-15,S003,P0009,Groceries,East,83,63,79,55.63,0,Rainy,0,49.64,Summer,1,90,2022,7,15,3504.69,"(-0.001, 123.0]",5.990000000000002,0.12066881547139408,12.066881547139408,More Expensive than Competitor
2022-07-15,S003,P0010,Groceries,East,128,112,96,33.38,20,Rainy,1,28.94,Summer,1,102,2022,7,15,2990.8480000000004,"(123.0, 183.0]",4.440000000000001,0.1534208707671044,15.34208707671044,More Expensive than Competitor
2022-07-15,S003,P0011,Electronics,East,158,33,0,92.01,10,Rainy,0,97.32,Summer,1,43,2022,7,15,2732.6970000000006,"(123.0, 183.0]",-5.309999999999988,-0.05456226880394563,-5.456226880394563,Cheaper than Competitor
2022-07-15,S003,P0012,Furniture,East,115,39,107,80.47,15,Rainy,1,73.97,Summer,1,50,2022,7,15,2667.5805,"(-0.001, 123.0]",6.5,0.08787346221441125,8.787346221441124,More Expensive than Competitor
2022-07-15,S003,P0013,Groceries,East,603,28,0,47.54,25,Rainy,1,43.41,Summer,1,46,2022,7,15,998.3399999999999,"(460.0, 2267.0]",4.130000000000003,0.09513936880903025,9.513936880903024,More Expensive than Competitor
2022-07-15,S003,P0014,Groceries,East,377,162,576,100.87,20,Rainy,1,95.52,Summer,1,177,2022,7,15,13072.752,"(287.0, 460.0]",5.3500000000000085,0.05600921273031835,5.600921273031835,More Expensive than Competitor
2022-07-15,S003,P0015,Groceries,East,25,25,0,97.64,0,Rainy,0,108.09,Summer,1,97,2022,7,15,2441.0,"(-0.001, 123.0]",-10.450000000000003,-0.09667869368119163,-9.667869368119163,Cheaper than Competitor
2022-07-15,S003,P0016,Electronics,East,113,36,0,82.82,0,Rainy,0,74.35,Summer,1,31,2022,7,15,2981.5199999999995,"(-0.001, 123.0]",8.469999999999999,0.11392064559515803,11.392064559515804,More Expensive than Competitor
2022-07-15,S003,P0017,Furniture,East,176,25,0,103.34,0,Rainy,0,92.2,Summer,1,21,2022,7,15,2583.5,"(123.0, 183.0]",11.14,0.12082429501084599,12.082429501084599,More Expensive than Competitor
2022-07-15,S003,P0018,Furniture,East,179,30,0,105.59,10,Rainy,1,102.55,Summer,1,26,2022,7,15,2850.9300000000003,"(123.0, 183.0]",3.0400000000000063,0.029644076060458376,2.9644076060458375,Similar to Competitor
