Date,Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Promotion,Competitor Pricing,Epidemic,Demand,Year,Month,Day,DayOfWeek,Price Difference,Price Ratio,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_North,Region_South,Region_West,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter
2022-04-06,S005,P0005,445,65,0,14.51,5,0,13.98,0,64,2022,4,6,2,0.5299999999999994,1.0379113018597996,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0006,264,84,0,66.99,0,0,75.44,0,136,2022,4,6,2,-8.450000000000003,0.8879904559915164,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0007,342,187,329,91.86,10,1,106.88,0,171,2022,4,6,2,-15.019999999999996,0.8594685628742516,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0008,156,144,118,58.96,20,1,58.82,0,133,2022,4,6,2,0.14000000000000057,1.0023801428085686,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0009,174,142,0,101.87,10,1,113.42,0,153,2022,4,6,2,-11.549999999999997,0.8981661082701464,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0010,549,160,0,62.55,10,1,71.43,0,147,2022,4,6,2,-8.88000000000001,0.8756824863502729,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0011,640,87,0,80.68,15,1,77.57,0,131,2022,4,6,2,3.1100000000000136,1.0400928193889392,True,False,False,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0012,130,42,0,113.97,10,1,102.36,0,55,2022,4,6,2,11.61,1.1134232121922627,False,True,False,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0013,580,159,0,65.55,25,1,69.79,0,151,2022,4,6,2,-4.240000000000009,0.9392463103596502,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0014,212,88,0,137.54,25,1,127.92,0,89,2022,4,6,2,9.61999999999999,1.0752032520325203,False,True,False,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0015,311,177,321,55.38,10,0,60.36,0,167,2022,4,6,2,-4.979999999999997,0.9174950298210736,False,False,True,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0016,412,51,0,31.44,5,0,33.27,0,78,2022,4,6,2,-1.8300000000000018,0.9449954914337241,False,False,False,True,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0017,145,32,0,34.06,0,0,32.59,0,53,2022,4,6,2,1.4699999999999989,1.0451058606934642,False,False,False,True,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0018,85,85,165,20.7,25,1,20.18,0,156,2022,4,6,2,0.5199999999999996,1.0257680872150643,False,False,False,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0019,180,55,151,129.43,5,0,155.25,0,68,2022,4,6,2,-25.819999999999993,0.8336876006441224,False,True,False,False,True,False,False,False,False,False,True,False,False
2022-04-06,S005,P0020,104,104,127,26.09,20,1,29.22,0,111,2022,4,6,2,-3.129999999999999,0.8928815879534565,False,False,False,True,True,False,False,False,False,False,True,False,False
2022-04-07,S001,P0001,288,71,0,58.68,10,0,66.38,0,68,2022,4,7,3,-7.699999999999996,0.8840012051822839,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0002,198,115,0,65.94,10,1,62.43,0,115,2022,4,7,3,3.509999999999998,1.0562229697260932,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0003,657,224,865,79.74,0,0,69.78,0,208,2022,4,7,3,9.959999999999994,1.1427343078245915,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0004,103,99,0,99.02,5,0,116.58,0,84,2022,4,7,3,-17.560000000000002,0.8493738205524103,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0005,795,52,0,46.91,10,1,44.27,0,48,2022,4,7,3,2.6399999999999935,1.0596340637000223,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0006,263,187,0,44.67,15,1,53.06,0,179,2022,4,7,3,-8.39,0.8418771202412363,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0007,597,192,0,28.1,25,1,24.72,0,229,2022,4,7,3,3.3800000000000026,1.1367313915857606,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0008,117,61,0,41.84,0,0,48.35,0,75,2022,4,7,3,-6.509999999999998,0.8653567735263703,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0009,162,152,165,94.04,10,0,106.01,0,147,2022,4,7,3,-11.969999999999999,0.8870861239505707,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0010,279,116,0,137.06,10,0,119.35,0,110,2022,4,7,3,17.710000000000008,1.1483870967741936,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0011,151,151,243,192.26,10,1,165.97,0,145,2022,4,7,3,26.289999999999992,1.1584021208652167,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0012,323,215,409,84.74,20,1,98.02,0,183,2022,4,7,3,-13.280000000000001,0.8645174454193022,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0013,220,111,0,39.45,5,0,33.71,0,151,2022,4,7,3,5.740000000000002,1.17027588252744,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0014,516,155,563,85.51,10,1,72.69,0,170,2022,4,7,3,12.820000000000007,1.1763653872609714,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0015,140,95,117,15.5,10,0,13.2,0,101,2022,4,7,3,2.3000000000000007,1.1742424242424243,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0016,217,74,0,38.65,0,0,44.1,0,97,2022,4,7,3,-5.450000000000003,0.8764172335600906,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0017,85,85,133,24.39,10,0,27.04,0,152,2022,4,7,3,-2.6499999999999986,0.9019970414201184,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0018,195,171,172,71.14,0,0,83.26,0,150,2022,4,7,3,-12.120000000000005,0.8544319000720634,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0019,85,28,50,100.92,0,0,112.08,0,45,2022,4,7,3,-11.159999999999997,0.9004282655246253,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S001,P0020,463,129,490,133.57,15,1,121.48,0,145,2022,4,7,3,12.08999999999999,1.0995225551531116,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S002,P0001,335,60,0,72.95,10,0,69.37,0,83,2022,4,7,3,3.5799999999999983,1.0516073230503098,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0002,399,95,0,24.96,25,1,27.78,0,97,2022,4,7,3,-2.8200000000000003,0.8984881209503239,False,False,False,True,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0003,698,54,0,73.78,5,0,87.07,0,85,2022,4,7,3,-13.289999999999992,0.8473641897323994,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0004,908,83,0,36.82,10,0,33.61,0,74,2022,4,7,3,3.210000000000001,1.0955072894971736,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0005,707,115,0,88.02,10,1,79.2,0,96,2022,4,7,3,8.819999999999993,1.1113636363636363,True,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0006,156,140,124,65.76,10,1,79.12,0,129,2022,4,7,3,-13.36,0.8311425682507584,False,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0007,394,116,0,27.06,20,1,24.07,0,133,2022,4,7,3,2.9899999999999984,1.124221022019111,False,False,False,True,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0008,85,85,75,23.49,5,0,26.89,0,86,2022,4,7,3,-3.400000000000002,0.8735589438452955,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0009,160,68,0,62.44,5,0,56.27,0,98,2022,4,7,3,6.169999999999995,1.1096499022569752,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0010,190,130,127,100.34,10,0,95.17,0,156,2022,4,7,3,5.170000000000002,1.054323841546706,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0011,365,134,0,107.14,10,1,100.65,0,155,2022,4,7,3,6.489999999999995,1.0644808743169398,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0012,240,101,0,73.46,15,1,67.96,0,153,2022,4,7,3,5.5,1.0809299587992938,True,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0013,8,8,424,25.22,0,0,29.79,0,139,2022,4,7,3,-4.57,0.846592816381336,False,False,True,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0014,419,138,762,128.83,15,1,151.12,0,159,2022,4,7,3,-22.289999999999992,0.8525013234515617,True,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0015,542,37,0,54.34,10,0,53.78,0,46,2022,4,7,3,0.5600000000000023,1.0104127928597992,False,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0016,194,58,0,79.46,5,0,88.75,0,79,2022,4,7,3,-9.290000000000006,0.8953239436619718,False,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0017,459,40,0,17.42,10,0,15.59,0,58,2022,4,7,3,1.8300000000000018,1.1173829377806288,False,False,False,True,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0018,145,65,0,27.22,0,0,32.28,0,89,2022,4,7,3,-5.060000000000002,0.8432465923172242,False,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0019,102,84,0,77.66,5,0,82.96,0,75,2022,4,7,3,-5.299999999999997,0.9361137897782064,False,False,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S002,P0020,479,109,0,116.77,15,1,132.85,0,91,2022,4,7,3,-16.08,0.8789612344749718,False,True,False,False,False,True,False,True,False,False,True,False,False
2022-04-07,S003,P0001,258,64,0,15.22,10,0,13.38,0,81,2022,4,7,3,1.8399999999999999,1.1375186846038863,False,False,False,True,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0002,540,216,556,65.95,20,1,64.6,0,217,2022,4,7,3,1.3500000000000085,1.0208978328173377,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0003,141,79,76,91.36,0,0,81.09,0,86,2022,4,7,3,10.269999999999996,1.1266494018991244,True,False,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0004,265,49,0,20.54,0,0,18.61,0,51,2022,4,7,3,1.9299999999999997,1.1037076840408382,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0005,955,74,0,19.49,10,1,18.81,0,67,2022,4,7,3,0.6799999999999997,1.0361509835194045,False,False,False,True,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0006,142,79,153,32.94,25,1,37.92,0,131,2022,4,7,3,-4.980000000000004,0.8686708860759492,False,False,False,True,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0007,695,191,929,17.3,25,1,16.19,0,202,2022,4,7,3,1.1099999999999994,1.0685608400247066,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0008,128,128,0,134.68,5,0,133.09,0,145,2022,4,7,3,1.5900000000000034,1.0119468029153205,False,False,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0009,173,102,0,49.61,5,0,55.8,0,87,2022,4,7,3,-6.189999999999998,0.889068100358423,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0010,104,90,79,37.2,10,0,35.12,0,99,2022,4,7,3,2.0800000000000054,1.059225512528474,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0011,53,53,0,144.3,10,1,172.95,0,184,2022,4,7,3,-28.649999999999977,0.8343451864700782,True,False,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0012,140,140,0,100.7,20,1,114.9,0,151,2022,4,7,3,-14.200000000000003,0.876414273281114,False,True,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0013,57,57,0,72.85,10,0,87.79,0,132,2022,4,7,3,-14.940000000000012,0.8298211641417017,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0014,500,132,0,93.06,10,1,98.32,0,125,2022,4,7,3,-5.259999999999991,0.9465012205044753,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0015,197,114,0,108.93,0,0,118.85,0,132,2022,4,7,3,-9.919999999999987,0.9165334455195626,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0016,360,86,0,90.24,10,0,99.77,0,95,2022,4,7,3,-9.530000000000001,0.9044803047008119,True,False,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0017,223,111,0,138.94,0,0,126.98,0,98,2022,4,7,3,11.959999999999994,1.094188061111986,False,True,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0018,626,72,0,125.86,5,0,139.71,0,70,2022,4,7,3,-13.850000000000009,0.9008660797365972,False,True,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0019,71,69,69,51.48,0,0,61.03,0,78,2022,4,7,3,-9.550000000000004,0.8435195805341634,False,False,True,False,False,False,False,False,False,True,True,False,False
2022-04-07,S003,P0020,394,179,0,75.79,15,1,86.91,0,155,2022,4,7,3,-11.11999999999999,0.8720515475779543,False,False,False,False,False,False,False,False,False,True,True,False,False
2022-04-07,S004,P0001,650,96,0,10.77,5,0,12.72,0,104,2022,4,7,3,-1.950000000000001,0.8466981132075471,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0002,346,222,350,22.56,20,1,20.37,0,195,2022,4,7,3,2.1899999999999977,1.1075110456553754,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0003,277,81,250,140.74,5,0,159.17,0,91,2022,4,7,3,-18.42999999999998,0.884211848966514,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0004,401,86,0,51.69,5,0,55.25,0,102,2022,4,7,3,-3.5600000000000023,0.9355656108597284,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0005,87,87,185,76.29,25,1,91.61,0,213,2022,4,7,3,-15.319999999999993,0.8327693483244188,False,False,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0006,374,133,0,34.17,20,1,37.37,0,149,2022,4,7,3,-3.1999999999999957,0.9143698153599145,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0007,606,130,0,26.12,20,1,28.07,0,139,2022,4,7,3,-1.9499999999999993,0.9305308158175989,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0008,135,69,0,96.94,5,0,83.0,0,70,2022,4,7,3,13.939999999999998,1.1679518072289157,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0009,345,51,0,95.13,10,0,106.14,0,70,2022,4,7,3,-11.010000000000005,0.8962690785754663,False,False,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0010,283,56,0,24.73,0,0,29.65,0,84,2022,4,7,3,-4.919999999999998,0.8340640809443508,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0011,360,140,0,54.59,20,1,47.64,0,121,2022,4,7,3,6.950000000000003,1.145885810243493,False,False,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0012,154,131,128,98.43,25,1,110.19,0,137,2022,4,7,3,-11.759999999999991,0.8932752518377349,True,False,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0013,554,174,437,26.7,0,0,24.96,0,169,2022,4,7,3,1.7399999999999984,1.0697115384615383,False,False,True,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0014,220,60,0,124.45,25,1,147.75,0,72,2022,4,7,3,-23.299999999999997,0.8423011844331642,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0015,358,41,0,97.76,0,0,87.24,0,63,2022,4,7,3,10.52000000000001,1.1205868867491977,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0016,244,57,276,121.57,5,0,118.23,0,83,2022,4,7,3,3.339999999999989,1.0282500211452252,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0017,173,61,0,95.44,5,0,86.83,0,89,2022,4,7,3,8.61,1.099159276747668,False,False,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0018,136,98,72,167.56,0,0,200.74,0,85,2022,4,7,3,-33.18000000000001,0.834711567201355,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0019,177,73,0,55.52,5,0,54.92,0,73,2022,4,7,3,0.6000000000000014,1.010924981791697,False,False,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S004,P0020,44,44,0,114.14,25,1,100.1,0,103,2022,4,7,3,14.040000000000006,1.1402597402597403,False,True,False,False,False,False,True,False,False,False,True,False,False
2022-04-07,S005,P0001,101,101,0,12.23,10,0,12.95,0,138,2022,4,7,3,-0.7199999999999989,0.9444015444015444,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0002,321,170,477,37.81,25,1,42.76,0,159,2022,4,7,3,-4.949999999999996,0.8842376052385408,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0003,194,194,188,38.06,5,0,44.85,0,192,2022,4,7,3,-6.789999999999999,0.8486064659977703,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0004,177,22,0,6.15,5,0,5.8,0,37,2022,4,7,3,0.35000000000000053,1.060344827586207,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0005,380,179,0,17.53,10,1,20.44,0,156,2022,4,7,3,-2.91,0.8576320939334638,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0006,180,113,0,52.32,25,1,51.74,0,132,2022,4,7,3,0.5799999999999983,1.0112098956320061,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0007,155,79,0,64.26,20,1,54.85,0,76,2022,4,7,3,9.410000000000004,1.1715587967183227,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0008,130,130,169,66.74,10,0,77.6,0,153,2022,4,7,3,-10.86,0.8600515463917525,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0009,32,32,0,101.22,0,0,99.07,0,99,2022,4,7,3,2.1500000000000057,1.0217018269910165,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0010,389,125,539,74.52,0,0,89.75,0,173,2022,4,7,3,-15.230000000000004,0.8303064066852367,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0011,553,64,0,63.82,15,1,67.85,0,75,2022,4,7,3,-4.029999999999994,0.9406042741341195,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0012,356,87,0,143.69,10,1,159.58,0,140,2022,4,7,3,-15.890000000000015,0.9004261185612231,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0013,421,116,0,80.58,0,0,77.62,0,106,2022,4,7,3,2.9599999999999937,1.0381345014171603,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0014,124,102,0,144.43,25,1,132.43,0,104,2022,4,7,3,12.0,1.0906139092350675,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0015,134,64,0,44.75,10,0,49.85,0,96,2022,4,7,3,-5.100000000000001,0.8976930792377131,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0016,361,128,326,35.7,10,0,30.59,0,118,2022,4,7,3,5.110000000000003,1.1670480549199085,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0017,113,113,133,40.13,0,0,47.78,0,115,2022,4,7,3,-7.649999999999999,0.839891167852658,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0018,165,64,0,19.77,10,0,18.35,0,83,2022,4,7,3,1.4199999999999982,1.077384196185286,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0019,125,43,0,119.19,10,0,113.34,0,47,2022,4,7,3,5.849999999999994,1.0516146109052409,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-07,S005,P0020,127,127,175,34.31,20,1,34.23,0,190,2022,4,7,3,0.0800000000000054,1.0023371311714873,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0001,217,69,264,68.91,10,0,76.29,0,115,2022,4,8,4,-7.38000000000001,0.90326386158081,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0002,83,83,94,65.65,5,0,62.36,0,97,2022,4,8,4,3.2900000000000063,1.0527581783194357,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0003,433,101,0,67.88,5,0,63.52,0,165,2022,4,8,4,4.359999999999992,1.0686397984886649,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0004,359,145,0,89.51,25,1,104.87,0,126,2022,4,8,4,-15.36,0.8535329455516354,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0005,743,123,0,69.93,0,0,69.14,0,135,2022,4,8,4,0.7900000000000063,1.0114260919872724,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0006,768,75,0,40.69,10,0,39.2,0,109,2022,4,8,4,1.4899999999999949,1.0380102040816326,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0007,405,49,0,23.07,0,0,27.01,0,76,2022,4,8,4,-3.9400000000000013,0.8541281007034431,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0008,56,56,107,38.6,20,1,41.85,0,117,2022,4,8,4,-3.25,0.9223416965352449,True,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0009,175,78,127,100.4,0,0,90.25,0,116,2022,4,8,4,10.150000000000006,1.112465373961219,False,False,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0010,163,65,0,116.66,15,1,104.28,0,79,2022,4,8,4,12.379999999999995,1.1187188339087073,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0011,199,65,0,149.6,20,1,141.12,0,101,2022,4,8,4,8.47999999999999,1.0600907029478457,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0012,108,61,0,78.04,10,1,69.65,0,97,2022,4,8,4,8.39,1.12045944005743,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0013,109,109,181,40.83,10,0,40.82,0,184,2022,4,8,4,0.00999999999999801,1.0002449779519842,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0014,361,245,0,80.1,25,1,74.0,0,217,2022,4,8,4,6.099999999999994,1.0824324324324324,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0015,162,41,0,13.63,5,0,16.38,0,63,2022,4,8,4,-2.7499999999999982,0.8321123321123323,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0016,602,27,0,28.07,10,1,31.94,0,39,2022,4,8,4,-3.870000000000001,0.8788353162179086,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0017,133,133,312,29.19,20,1,35.22,0,276,2022,4,8,4,-6.029999999999998,0.8287904599659285,False,False,False,True,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0018,196,158,198,62.54,20,1,55.09,0,165,2022,4,8,4,7.449999999999996,1.1352332546741695,False,False,True,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0019,107,107,179,130.89,10,1,155.77,0,155,2022,4,8,4,-24.880000000000024,0.8402773319637926,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S001,P0020,334,104,0,130.41,10,1,119.11,0,118,2022,4,8,4,11.299999999999997,1.0948702879691041,False,True,False,False,True,False,False,False,False,True,True,False,False
2022-04-08,S002,P0001,275,82,316,78.72,10,0,90.98,0,122,2022,4,8,4,-12.260000000000005,0.8652451088151242,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0002,304,75,0,29.53,10,0,34.19,0,92,2022,4,8,4,-4.659999999999997,0.8637028370868676,False,False,False,True,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0003,644,71,0,75.66,10,0,85.08,0,109,2022,4,8,4,-9.420000000000002,0.889280677009873,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0004,825,281,0,55.53,10,1,64.56,0,238,2022,4,8,4,-9.030000000000001,0.8601301115241635,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0005,592,91,520,104.4,0,0,122.05,0,133,2022,4,8,4,-17.64999999999999,0.8553871364195003,True,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0006,140,113,97,63.58,10,0,60.34,0,102,2022,4,8,4,3.239999999999995,1.0536957242293667,False,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0007,811,80,0,26.81,5,0,29.0,0,92,2022,4,8,4,-2.1900000000000013,0.9244827586206896,False,False,False,True,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0008,75,75,152,23.92,20,1,22.97,0,129,2022,4,8,4,0.9500000000000028,1.0413582934262082,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0009,478,70,0,66.68,0,0,59.21,0,103,2022,4,8,4,7.470000000000006,1.1261611214321907,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0010,187,143,0,86.96,15,1,86.72,0,127,2022,4,8,4,0.23999999999999488,1.0027675276752768,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0011,231,183,0,91.05,25,1,90.08,0,162,2022,4,8,4,0.9699999999999989,1.0107682060390764,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0012,139,82,0,59.48,25,1,51.17,0,123,2022,4,8,4,8.309999999999995,1.1623998436583936,True,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0013,428,152,0,29.28,0,0,31.44,0,195,2022,4,8,4,-2.16,0.9312977099236641,False,False,True,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0014,281,127,0,127.78,20,1,149.92,0,179,2022,4,8,4,-22.139999999999986,0.8523212379935967,True,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0015,505,57,0,66.79,0,0,66.25,0,73,2022,4,8,4,0.5400000000000063,1.0081509433962266,False,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0016,413,159,0,88.59,20,1,96.75,0,170,2022,4,8,4,-8.159999999999997,0.9156589147286822,False,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0017,419,112,348,20.34,10,1,24.57,0,118,2022,4,8,4,-4.23,0.8278388278388278,False,False,False,True,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0018,80,80,81,22.6,15,1,27.32,0,82,2022,4,8,4,-4.719999999999999,0.8272327964860908,False,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0019,433,148,723,96.45,10,1,108.07,0,163,2022,4,8,4,-11.61999999999999,0.8924770981771075,False,False,False,False,False,True,False,False,False,True,True,False,False
2022-04-08,S002,P0020,370,70,388,133.54,10,1,144.06,0,115,2022,4,8,4,-10.52000000000001,0.9269748715812856,False,True,False,False,False,True,False,False,False,True,True,False,False
